universe,scenario_key,scenario_id,scenario_label,provider,model,baseline_label,baseline_family,strategy,data_source,frequency,symbols,data_hash,total_return,max_drawdown,sharpe,execution_fill_rate,rejected_order_count,risk_clipped_decisions,risk_violation_count,trajectory_reproducibility_coverage,alpha_pre_risk_total_return,alpha_pre_risk_sharpe,alpha_pre_risk_hit_rate,alpha_pre_risk_steps,alpha_quality_score,risk_discipline_score,execution_robustness_score
real_market,recent_cross_asset,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,Yahoo recent GSPC/BTC/BTC futures,deterministic,always_hold,Always hold,lower_anchor,always-hold,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0,0.3416666666666667,1.0,1.0
real_market,recent_cross_asset,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,Yahoo recent GSPC/BTC/BTC futures,deterministic,random,Random,lower_anchor,random,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,0.06919076526954648,-0.04494148910462359,4.292073187988316,0.6857142857142857,8,0,18,1.0,0.05880211652154532,5.739600809743966,0.5,8,0.8073047621734769,0.0,0.5691455158531716
real_market,recent_cross_asset,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,Yahoo recent GSPC/BTC/BTC futures,deterministic,buy_and_hold,Buy and hold,passive,buy-and-hold,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,0.12152170517051908,-0.05853359381277479,6.0294745548390285,0.7777777777777778,5,0,6,1.0,0.16036372078483452,7.815493560260127,0.5454545454545454,11,0.9090909090909092,0.8333333333333334,0.7477664021234025
real_market,recent_cross_asset,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,Yahoo recent GSPC/BTC/BTC futures,deterministic,equal_weight,Equal weight,passive_rebalance,equal-weight,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,0.12056188746142005,-0.0587026787256506,5.975007500448957,0.8611111111111112,2,0,8,1.0,0.16036372078483452,7.815493560260127,0.5454545454545454,11,0.9090909090909092,0.7777777777777778,0.7829186783778332
real_market,recent_cross_asset,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,Yahoo recent GSPC/BTC/BTC futures,deterministic,naive_momentum,Naive momentum,trend_following,naive-momentum,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,0.010967412014854405,-0.056238457991128143,0.919964854733054,0.6896551724137931,6,0,17,1.0,0.0657217478650245,4.630091135415642,0.5555555555555556,9,0.8339850438074163,0.0,0.6533207056801791
real_market,recent_cross_asset,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,Yahoo recent GSPC/BTC/BTC futures,deterministic,mean_reversion,Mean reversion,contrarian,mean-reversion,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,0.020798007568772814,-0.01546377938267729,2.5291334308553206,0.8,3,0,29,1.0,0.04721526457542691,6.664436417419721,0.3333333333333333,6,0.7479010119613771,0.0,0.7709294672639357
real_market,recent_cross_asset,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,Yahoo recent GSPC/BTC/BTC futures,deterministic,risk_parity,Risk parity,volatility_weighted,risk-parity,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,0.10445619791347771,-0.041412831711359566,6.42826425914204,0.8888888888888888,1,0,8,1.0,0.13767370680245983,8.476784228287297,0.5454545454545454,11,0.9090909090909092,0.7777777777777778,0.7589676878794821
real_market,recent_cross_asset,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,Yahoo recent GSPC/BTC/BTC futures,deterministic,min_var,Minimum variance,covariance_weighted,min-var,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,0.0863719053018086,-0.05455719995190811,5.217117635884294,0.8620689655172413,2,0,17,1.0,0.12253922669057693,8.079853090387106,0.5454545454545454,11,0.9090909090909092,0.02777777777777779,0.7592865442140782
real_market,recent_cross_asset,leaderboard_real_yahoo_recent_gspc_btc_btcf_weekly_v0_1,Yahoo recent GSPC/BTC/BTC futures,deterministic,markowitz_mvo,Markowitz MVO,mean_variance_weighted,markowitz-mvo,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,0.07029736153367305,-0.05146674162143172,4.565993789704831,0.7586206896551724,4,0,22,1.0,0.0810103317076123,6.021515359267983,0.6363636363636364,11,0.884545973614855,0.0,0.6961014054686772
real_market,rates_drawdown,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,Yahoo 2022 rates drawdown,deterministic,always_hold,Always hold,lower_anchor,always-hold,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,0.0,0.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,0,0.3416666666666667,1.0,1.0
real_market,rates_drawdown,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,Yahoo 2022 rates drawdown,deterministic,random,Random,lower_anchor,random,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,-0.06954869661031426,-0.1115978965989346,-2.8424426291502116,0.7428571428571429,6,0,18,1.0,0.009155992797445833,0.7698849226398449,0.625,8,0.5321776042815773,0.0,0.6028902805423961
real_market,rates_drawdown,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,Yahoo 2022 rates drawdown,deterministic,buy_and_hold,Buy and hold,passive,buy-and-hold,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,-0.07082185975959632,-0.16871853511178347,-1.4914468976375652,0.8,4,0,5,1.0,-0.0629865808260931,-1.2575494718580853,0.6363636363636364,11,0.2538625345556295,0.8611111111111112,0.8046844204746959
real_market,rates_drawdown,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,Yahoo 2022 rates drawdown,deterministic,equal_weight,Equal weight,passive_rebalance,equal-weight,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,-0.07244725268716878,-0.16885092785412303,-1.5279333794105225,0.8055555555555556,4,0,4,1.0,-0.0629865808260931,-1.257549471858085,0.6363636363636364,11,0.25386253455562957,0.8888888888888888,0.7985086248958259
real_market,rates_drawdown,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,Yahoo 2022 rates drawdown,deterministic,naive_momentum,Naive momentum,trend_following,naive-momentum,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,-0.13849127879134115,-0.15379826076953995,-4.315169144813337,0.6538461538461539,6,0,24,1.0,-0.16733968270309318,-5.470439466107159,0.4,10,0.08000000000000002,0.0,0.6825081348087639
real_market,rates_drawdown,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,Yahoo 2022 rates drawdown,deterministic,mean_reversion,Mean reversion,contrarian,mean-reversion,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,-0.07118870247989106,-0.09843711773194863,-3.6214530656602992,0.7,3,0,23,1.0,0.10557353538643799,19.1767327746385,1.0,7,1.0,0.0,0.6519122753650022
real_market,rates_drawdown,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,Yahoo 2022 rates drawdown,deterministic,risk_parity,Risk parity,volatility_weighted,risk-parity,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,0.047678818917642474,-0.046742470278478776,2.843873703006793,0.8333333333333334,3,0,5,1.0,-0.0314854649975046,-0.696322873391346,0.45454545454545453,11,0.3211146270502104,0.8611111111111112,0.7650910909950533
real_market,rates_drawdown,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,Yahoo 2022 rates drawdown,deterministic,min_var,Minimum variance,covariance_weighted,min-var,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,0.03610149737074675,-0.05988608735050993,2.116045237485113,0.8214285714285714,3,0,15,1.0,0.05467814697599671,3.0775775309364928,0.5454545454545454,11,0.7533087624248638,0.02777777777777779,0.7342142682818921
real_market,rates_drawdown,leaderboard_real_yahoo_2022_gspc_btc_btcf_weekly_v0_1,Yahoo 2022 rates drawdown,deterministic,markowitz_mvo,Markowitz MVO,mean_variance_weighted,markowitz-mvo,yahoo-finance-csv,weekly,GSPC;BTC-USD;BTC=F,sha256:a5cc889c07bd7a70b9413b00e624e2713f3c22dd61c99fa0e320b64229637948,0.031008475201846686,-0.04663900949303723,1.9776355925270321,0.8214285714285714,3,0,15,1.0,0.01341642530735343,0.7956154743822709,0.45454545454545453,11,0.509173617189602,0.02777777777777779,0.7334807781458289
