Date,Open,High,Low,Close,Volume
2026-02-19T14:30:00,333.2300109863281,338.1400146484375,329.67999267578125,334.364990234375,2433360.0
2026-02-19T15:30:00,334.3599853515625,338.4020080566406,333.8800048828125,336.6700134277344,1352013.0
2026-02-19T16:30:00,336.7300109863281,337.3999938964844,334.0801086425781,336.6778869628906,1062954.0
2026-02-19T17:30:00,336.6400146484375,337.1300048828125,334.6400146484375,335.760009765625,735964.0
2026-02-19T18:30:00,335.7650146484375,336.05999755859375,332.6000061035156,333.0,705367.0
2026-02-19T19:30:00,332.94000244140625,333.7950134277344,330.5,331.42999267578125,934230.0
2026-02-19T20:30:00,331.42999267578125,334.32000732421875,331.3900146484375,333.9200134277344,1145737.0
2026-02-20T14:30:00,332.3550109863281,340.1099853515625,329.5799865722656,335.1300048828125,2913958.0
2026-02-20T15:30:00,335.2550048828125,338.42999267578125,333.239990234375,334.5249938964844,1273277.0
2026-02-20T16:30:00,334.5050048828125,337.55999755859375,331.4150085449219,332.3999938964844,983640.0
2026-02-20T17:30:00,332.3949890136719,335.19000244140625,331.8500061035156,332.8999938964844,1181178.0
2026-02-20T18:30:00,332.8450012207031,335.3999938964844,332.1400146484375,334.07000732421875,756454.0
2026-02-20T19:30:00,334.010009765625,334.30499267578125,332.32000732421875,332.510009765625,1003435.0
2026-02-20T20:30:00,332.510009765625,332.8500061035156,331.20001220703125,332.5899963378906,1177064.0
2026-02-23T14:30:00,332.25,338.5,331.9150085449219,335.4750061035156,3921631.0
2026-02-23T15:30:00,335.5400085449219,336.3399963378906,330.4700012207031,332.45001220703125,129937.0
2026-02-23T16:30:00,332.45001220703125,333.7995910644531,331.0,331.7250061035156,863267.0
2026-02-23T17:30:00,331.6600036621094,332.20001220703125,329.45050048828125,331.67999267578125,915364.0
2026-02-23T18:30:00,331.7099914550781,331.7200012207031,325.7799987792969,325.989990234375,1244457.0
2026-02-23T19:30:00,325.9949951171875,328.3999938964844,325.32000732421875,327.9700012207031,1131418.0
2026-02-23T20:30:00,327.9599914550781,330.42401123046875,327.8949890136719,330.3900146484375,1017036.0
2026-02-24T14:30:00,322.7980041503906,325.5199890136719,314.45001220703125,324.9150085449219,4543805.0
2026-02-24T15:30:00,324.9150085449219,327.2300109863281,323.6400146484375,324.7349853515625,1580767.0
2026-02-24T16:30:00,324.67999267578125,328.30499267578125,323.9100036621094,327.7699890136719,1271154.0
2026-02-24T17:30:00,327.6400146484375,328.2900085449219,323.3399963378906,323.3699951171875,1129904.0
2026-02-24T18:30:00,323.3999938964844,325.489990234375,323.2099914550781,324.0199890136719,1194133.0
2026-02-24T19:30:00,324.0199890136719,325.139892578125,322.0199890136719,323.82000732421875,1089362.0
2026-02-24T20:30:00,323.8599853515625,325.6099853515625,323.6499938964844,325.44000244140625,1235340.0
2026-02-25T14:30:00,330.7349853515625,335.9100036621094,330.5299987792969,332.77508544921875,2852512.0
2026-02-25T15:30:00,332.6300048828125,332.8999938964844,329.2799987792969,330.7749938964844,1647800.0
2026-02-25T16:30:00,330.7749938964844,332.6000061035156,330.010009765625,331.6700134277344,960688.0
