scenario,level,agent,run_count,sharpe_mean,sharpe_std,sharpe_ci_low,sharpe_ci_high,return_mean,rank
high_vol,E0_ideal,buy-and-hold,10,10.950593866169417,3.3749947312126576,8.99375970624543,12.917067125937539,0.09944041078606314,2
high_vol,E0_ideal,deepseek:deepseek-v4-pro,10,7.574417107960521,4.781859017427648,4.829337696769603,10.347165284891807,0.046619164040344094,6
high_vol,E0_ideal,mean-reversion,10,3.720621077474351,5.503488055990646,0.24948559638034823,6.7293820453763775,0.016561190973894337,8
high_vol,E0_ideal,minimum-variance,10,10.074621522734477,3.571070659633242,8.039512271547412,12.1824307008796,0.08551942615117532,4
high_vol,E0_ideal,naive-momentum,10,10.901615667832761,4.686818764363878,8.251810081232048,13.783128928637577,0.07792125514973047,3
high_vol,E0_ideal,random,10,9.347796831432795,3.934758654757689,7.2635816533816975,11.734435264860487,0.07334494736840833,5
high_vol,E0_ideal,risk-parity,10,11.071574566908637,4.1256190813634435,8.79647696248388,13.580169127191557,0.09000406145981402,1
high_vol,E0_ideal,signal-weighted,10,6.12825801875413,5.534545347859295,2.646485901310956,8.98812116235554,0.011885069840953088,7
high_vol,E1_default_stress,buy-and-hold,10,9.457126199058056,3.4765322961622958,7.455035020974362,11.574030973178683,0.10444202377001273,1
high_vol,E1_default_stress,deepseek:deepseek-v4-pro,10,9.200803800546337,2.8469803182566924,7.547665628913409,10.858433556651034,0.07610119200903456,2
high_vol,E1_default_stress,mean-reversion,10,3.3014633682810546,4.919245747707288,0.2431005476198278,5.904811955612184,0.027917489540152184,8
high_vol,E1_default_stress,minimum-variance,10,8.559488005869916,3.031438715317515,6.714978230355065,10.330470376639067,0.08102443972349953,4
high_vol,E1_default_stress,naive-momentum,10,8.260306302334955,3.0763338304411723,6.421884995649771,10.114656113618981,0.07539961253687841,5
high_vol,E1_default_stress,random,10,7.750070297281873,4.2244304850004895,5.064736898402521,10.033100752747796,0.07960267665771993,6
high_vol,E1_default_stress,risk-parity,10,8.692964055857043,3.6636770471175653,6.57492761795041,10.899723234157841,0.08721094141119834,3
high_vol,E1_default_stress,signal-weighted,10,4.849032766195824,5.196522658739272,1.3725741342478852,7.159980348418347,0.012389027065979875,7
