Date,Open,High,Low,Close,Volume
2021-01-04,85.1500015258789,85.94999694824219,83.88999938964844,84.70999908447266,9234900.0
2021-01-05,85.48999786376953,89.22000122070312,85.31999969482422,87.0,13414800.0
2021-01-06,89.0,90.77999877929688,87.81999969482422,89.80000305175781,13916800.0
2021-01-07,90.38999938964844,90.81999969482422,89.30999755859375,90.22000122070312,9286600.0
2021-01-08,92.08000183105469,92.43000030517578,90.44999694824219,91.08000183105469,11152100.0
2021-01-11,89.12000274658203,92.0999984741211,88.56999969482422,91.5999984741211,10635000.0
2021-01-12,92.66000366210938,93.91999816894531,91.70999908447266,93.33999633789062,10923900.0
2021-01-13,93.19999694824219,93.5199966430664,91.94000244140625,93.25,9723300.0
2021-01-14,93.94000244140625,96.31999969482422,93.79000091552734,95.48999786376953,13950200.0
2021-01-15,94.22000122070312,94.30999755859375,91.70999908447266,92.08999633789062,10244600.0
2021-01-19,93.5,95.02999877929688,93.29000091552734,94.51000213623047,9574800.0
2021-01-20,95.0,95.55999755859375,94.30000305175781,95.37999725341797,8735400.0
2021-01-21,93.86000061035156,94.66000366210938,91.22000122070312,92.01000213623047,10393100.0
2021-01-22,90.4000015258789,92.02999877929688,89.83000183105469,91.7300033569336,7810600.0
2021-01-25,90.62000274658203,91.02999877929688,89.33000183105469,90.9000015258789,7689400.0
2021-01-26,92.19999694824219,92.91000366210938,89.2699966430664,89.36000061035156,7827800.0
2021-01-27,87.52999877929688,90.3499984741211,86.75,88.19999694824219,10178500.0
2021-01-28,88.66999816894531,90.1500015258789,88.25,89.0199966430664,8155500.0
2021-01-29,86.83000183105469,87.33999633789062,84.91999816894531,85.19999694824219,14699800.0
2021-02-01,85.98999786376953,87.30000305175781,84.56999969482422,86.41000366210938,8073600.0
2021-02-02,88.01000213623047,88.37000274658203,86.52999877929688,87.05999755859375,9233100.0
2021-02-03,87.05000305175781,89.38999938964844,86.88999938964844,88.95999908447266,9256500.0
2021-02-04,89.51000213623047,89.6500015258789,87.94999694824219,89.0,7917600.0
2021-02-05,89.94000244140625,90.47000122070312,88.63999938964844,89.26000213623047,8017300.0
2021-02-08,90.29000091552734,92.04000091552734,90.01000213623047,91.4800033569336,9886600.0
2021-02-09,91.0999984741211,91.2699966430664,89.80999755859375,90.95999908447266,7605500.0
2021-02-10,91.37999725341797,92.58999633789062,90.5999984741211,92.5199966430664,8778800.0
2021-02-11,92.37000274658203,92.44000244140625,90.08000183105469,92.0199966430664,8572400.0
2021-02-12,91.52999877929688,92.7300033569336,91.3499984741211,92.55000305175781,7858300.0
2021-02-16,93.05000305175781,93.86000061035156,92.61000061035156,93.12999725341797,14006000.0
2021-02-17,95.41999816894531,96.72000122070312,94.19999694824219,95.91999816894531,14342300.0
2021-02-18,95.75,95.77999877929688,94.30000305175781,95.0,9030600.0
2021-02-19,95.12999725341797,96.37999725341797,94.6500015258789,95.80000305175781,8913900.0
2021-02-22,96.98999786376953,99.63999938964844,96.45999908447266,98.38999938964844,13178700.0
2021-02-23,99.97000122070312,100.16000366210938,96.80000305175781,99.62999725341797,14874000.0
2021-02-24,100.33000183105469,104.04000091552734,99.80999755859375,103.30999755859375,16116000.0
2021-02-25,104.9000015258789,104.95999908447266,101.58999633789062,102.3499984741211,13219200.0
2021-02-26,100.30000305175781,101.05999755859375,97.61000061035156,100.0,14454100.0
2021-03-01,102.45999908447266,103.80000305175781,101.4000015258789,102.05000305175781,10439900.0
2021-03-02,101.88999938964844,103.30999755859375,101.70999908447266,102.44000244140625,10643500.0
2021-03-03,103.41000366210938,105.75,103.4000015258789,103.58999633789062,14958200.0
2021-03-04,104.5199966430664,107.58000183105469,103.12999725341797,104.5,22994200.0
2021-03-05,106.95999908447266,109.12999725341797,106.1500015258789,109.0,23638200.0
2021-03-08,109.86000061035156,110.43000030517578,108.05999755859375,109.75,18033600.0
2021-03-09,109.06999969482422,110.69000244140625,107.87999725341797,109.5,19010700.0
2021-03-10,110.19999694824219,112.01000213623047,109.69999694824219,111.37000274658203,17389900.0
2021-03-11,111.6500015258789,112.55000305175781,110.88999938964844,111.19000244140625,10989500.0
2021-03-12,111.63999938964844,112.69999694824219,110.72000122070312,111.55999755859375,10930300.0
2021-03-15,111.52999877929688,111.91000366210938,108.88999938964844,110.25,10488000.0
2021-03-16,108.52999877929688,108.87999725341797,107.08000183105469,107.63999938964844,11698400.0
2021-03-17,107.20999908447266,108.55999755859375,106.5999984741211,108.02999877929688,9168600.0
2021-03-18,107.01000213623047,107.52999877929688,103.70999908447266,104.12000274658203,13246600.0
2021-03-19,103.94000244140625,104.88999938964844,102.73999786376953,103.37999725341797,18491000.0
2021-03-22,103.05999755859375,104.5,102.30999755859375,102.54000091552734,12508500.0
2021-03-23,101.44999694824219,104.30000305175781,100.69000244140625,101.97000122070312,14781700.0
2021-03-24,102.98999786376953,105.76000213623047,102.91000366210938,104.69999694824219,11026800.0
2021-03-25,102.8499984741211,105.26000213623047,102.06999969482422,105.06999969482422,11138200.0
2021-03-26,106.54000091552734,107.54000091552734,105.36000061035156,107.4800033569336,9820200.0
2021-03-29,106.4000015258789,107.52999877929688,105.69999694824219,106.91999816894531,7542300.0
2021-03-30,106.05999755859375,106.83000183105469,105.58999633789062,105.93000030517578,6284600.0
2021-03-31,105.55000305175781,106.22000122070312,104.5999984741211,104.79000091552734,8954400.0
2021-04-01,105.26000213623047,105.86000061035156,104.20999908447266,105.75,8515800.0
2021-04-05,105.7300033569336,105.83000183105469,104.16999816894531,104.51000213623047,8692700.0
2021-04-06,104.25,105.08000183105469,103.44999694824219,103.58000183105469,8125100.0
2021-04-07,103.47000122070312,104.56999969482422,103.26000213623047,104.19000244140625,7699300.0
