scenario,level,agent,agent_type,seed_count,sharpe_mean,sharpe_std,sharpe_ci_low,sharpe_ci_high,return_mean,fill_rate_mean,rank
high_vol,E2_harsh_corner,poe:gemini-3.1-pro,llm,10,8.389746124839492,4.237501807079083,5.864716357833116,10.829198293106,0.09327619236971751,0.5121243325705568,5
high_vol,E2_harsh_corner,poe:glm-5,llm,10,8.130373680384247,4.25863550439799,5.670313559701101,10.647359845072396,0.09162206059501801,0.5281282249742002,7
high_vol,E2_harsh_corner,poe:gpt-5.5,llm,10,8.198143529698898,4.249449769568789,5.7355011857128435,10.716072065505552,0.0936396993102899,0.5381249772983183,6
high_vol,E2_harsh_corner,random,classical,10,9.494486478223392,3.1714543611032497,7.629333409158444,11.310281347676966,0.09042703721155118,0.47693527296502125,3
high_vol,E2_harsh_corner,risk-parity,classical,10,9.990796760355003,3.4154282655084294,8.138559596993781,12.025525742127005,0.10099757120207058,0.4625,2
high_vol,E2_harsh_corner,signal-weighted,classical,10,0.46543164386652514,5.475336044835824,-2.7919914575648717,3.665423584497816,0.01120475505049201,0.3706877109818286,12
high_vol,E2_latency_3,buy-and-hold,classical,10,9.414543654935846,4.17513115377549,7.170481846833733,11.983886139886161,0.09430979441619217,0.47681159420289854,4
high_vol,E2_latency_3,deepseek:deepseek-v4-pro,llm,10,8.326246744773403,4.4002735908658455,5.742459270261666,10.866925213974909,0.09159633860604928,0.5394729123533472,6
high_vol,E2_latency_3,mean-reversion,classical,10,5.330243446585904,5.342293676165999,2.185299410497261,8.359651122581319,0.04446997115572998,0.4334724099429982,11
high_vol,E2_latency_3,minimum-variance,classical,10,10.345795377135417,3.3072159115014124,8.574967116712225,12.318134509462284,0.10064524221883123,0.4708860342555995,1
high_vol,E2_latency_3,naive-momentum,classical,10,7.279952728253733,4.067088204397105,4.670084885387208,9.434389825282134,0.07124892518841058,0.45930735930735933,10
