kind,dose,decay,risk,run_count,memory_driven_leverage_amplification_mean,memory_driven_leverage_amplification_std,memory_driven_leverage_amplification_ci_low,memory_driven_leverage_amplification_ci_high,memory_pollution_ratio_mean,total_return_mean,max_drawdown_mean
loss_streak,1.0,0.85,max-position,10,0.3075,0.015011890863044237,0.2985833333333333,0.3161666666666667,0.0008333333333333333,0.19901482806966134,-0.01584301682437117
loss_streak,1.0,0.85,none,10,0.3077708333333334,0.014762801125392888,0.29893749999999997,0.3163125,0.0,0.23803169948643593,-0.01792551085013625
loss_streak,1.0,1.0,max-position,10,0.3075,0.015011890863044237,0.2985833333333333,0.3161666666666667,0.0008333333333333333,0.19918273758756794,-0.015713242316330124
loss_streak,1.0,1.0,none,10,0.3077708333333334,0.014762801125392888,0.29893749999999997,0.3163125,0.0,0.23803169948643593,-0.01792551085013625
loss_streak,3.0,0.6,max-position,10,0.3075,0.015011890863044237,0.2985833333333333,0.3161666666666667,0.0008333333333333333,0.1988458836855896,-0.015958868091678135
loss_streak,3.0,0.6,none,10,0.3077708333333334,0.014762801125392888,0.29893749999999997,0.3163125,0.0,0.23803169948643593,-0.01792551085013625
loss_streak,3.0,0.85,max-position,10,0.3075,0.015011890863044237,0.2985833333333333,0.3161666666666667,0.0008333333333333333,0.19901482806966134,-0.01584301682437117
loss_streak,3.0,0.85,none,10,0.3077708333333334,0.014762801125392888,0.29893749999999997,0.3163125,0.0,0.23803169948643593,-0.01792551085013625
loss_streak,3.0,1.0,max-position,10,0.3075,0.015011890863044237,0.2985833333333333,0.3161666666666667,0.0008333333333333333,0.19918273758756794,-0.015713242316330124
loss_streak,3.0,1.0,none,10,0.3077708333333334,0.014762801125392888,0.29893749999999997,0.3163125,0.0,0.23803169948643593,-0.01792551085013625
loss_streak,5.0,0.6,max-position,10,0.3075,0.015011890863044237,0.2985833333333333,0.3161666666666667,0.0008333333333333333,0.1988458836855896,-0.015958868091678135
loss_streak,5.0,0.6,none,10,0.3077708333333334,0.014762801125392888,0.29893749999999997,0.3163125,0.0,0.23803169948643593,-0.01792551085013625
loss_streak,5.0,0.85,max-position,10,0.3075,0.015011890863044237,0.2985833333333333,0.3161666666666667,0.0008333333333333333,0.19901482806966134,-0.01584301682437117
loss_streak,5.0,0.85,none,10,0.3077708333333334,0.014762801125392888,0.29893749999999997,0.3163125,0.0,0.23803169948643593,-0.01792551085013625
loss_streak,5.0,1.0,max-position,10,0.3075,0.015011890863044237,0.2985833333333333,0.3161666666666667,0.0008333333333333333,0.19918273758756794,-0.015713242316330124
