kind,dose,decay,risk,seed,memory_driven_leverage_amplification,max_memory_driven_leverage_amplification,memory_pollution_ratio,total_return,max_drawdown
fake_violations,0.1,1.0,max-position,7,0.48550000000000004,1.08,0.0,0.22899675331975122,-0.019746962112851096
fake_violations,0.1,1.0,max-position,8,0.5118333333333334,1.08,0.0,0.22487385035892338,-0.02041662445386061
fake_violations,0.1,1.0,max-position,9,0.4895,1.08,0.0,0.3021476715768088,-0.011401579459775157
fake_violations,0.1,1.0,max-position,10,0.44554166666666667,1.08,0.008333333333333333,0.16595102627102798,-0.028499152956591667
fake_violations,0.25,1.0,max-position,1,0.2917916666666667,1.0,0.1965277777777778,0.14768230164449103,-0.019204053566060142
fake_violations,0.25,1.0,max-position,2,0.2510625,0.5850000000000001,0.1965277777777778,0.17966572150289806,-0.018548999245527997
fake_violations,0.25,1.0,max-position,3,0.26914583333333336,1.0,0.1965277777777778,0.20967688930557382,-0.01369840432437941
fake_violations,0.25,1.0,max-position,4,0.27889583333333334,1.0,0.1965277777777778,0.20563451205646643,-0.009054108631805113
fake_violations,0.25,1.0,max-position,5,0.2949375,0.5850000000000001,0.1965277777777778,0.2298334852549142,-0.01108755756767077
fake_violations,0.25,1.0,max-position,6,0.27645833333333336,1.0,0.1965277777777778,0.1809553558603123,-0.015642584351675648
fake_violations,0.25,1.0,max-position,7,0.2754375,0.5850000000000002,0.1965277777777778,0.17402653130411472,-0.013485926007690385
fake_violations,0.25,1.0,max-position,8,0.2917916666666667,1.0,0.1965277777777778,0.193336934889087,-0.012832239826685354
fake_violations,0.25,1.0,max-position,9,0.27716666666666673,1.0,0.1965277777777778,0.24378074365398406,-0.008871806211587119
fake_violations,0.25,1.0,max-position,10,0.2647083333333334,1.0,0.20486111111111113,0.16031497213566914,-0.01826155805542584
fake_violations,0.5,1.0,max-position,1,0.2598333333333333,1.0,0.39722222222222225,0.14453932223569055,-0.014036302340169393
fake_violations,0.5,1.0,max-position,2,0.22316666666666668,0.52,0.39722222222222225,0.17156273808320965,-0.017508517611164565
fake_violations,0.5,1.0,max-position,3,0.24016666666666667,1.0,0.39722222222222225,0.19894969775584914,-0.015179977718348003
fake_violations,0.5,1.0,max-position,4,0.24883333333333332,1.0,0.39722222222222225,0.18968423317531014,-0.007712198225351741
fake_violations,0.5,1.0,max-position,5,0.26216666666666666,0.52,0.39722222222222225,0.21600003878221008,-0.010919245464333982
fake_violations,0.5,1.0,max-position,6,0.24666666666666667,1.0,0.39722222222222225,0.16951503414352898,-0.01560865644451881
fake_violations,0.5,1.0,max-position,7,0.24483333333333335,0.52,0.39722222222222225,0.16204115656247065,-0.011989266851217262
fake_violations,0.5,1.0,max-position,8,0.2598333333333333,1.0,0.39722222222222225,0.17658745153814115,-0.011413087173873349
fake_violations,0.5,1.0,max-position,9,0.24683333333333335,1.0,0.39722222222222225,0.2179158494559792,-0.010355452324197545
fake_violations,0.5,1.0,max-position,10,0.23654166666666668,1.0,0.4022222222222222,0.15204669734628462,-0.017197905818168158
fake_violations,0.75,1.0,max-position,1,0.19591666666666668,1.0,0.7868055555555556,0.11524665752936647,-0.010480219080638231
fake_violations,0.75,1.0,max-position,2,0.167375,0.39000000000000007,0.7868055555555556,0.1345171626730568,-0.015220157700822412
fake_violations,0.75,1.0,max-position,3,0.18220833333333336,1.0,0.7868055555555556,0.16627486547920944,-0.012929405862339372
fake_violations,0.75,1.0,max-position,4,0.18870833333333334,1.0,0.7868055555555556,0.14654382957697942,-0.0052261396591259945
fake_violations,0.75,1.0,max-position,5,0.19662500000000002,0.39000000000000007,0.7868055555555556,0.16221373739143607,-0.0084579406261861
fake_violations,0.75,1.0,max-position,6,0.18708333333333332,1.0,0.7868055555555556,0.11579106810650508,-0.01364778734183103
fake_violations,0.75,1.0,max-position,7,0.183625,0.39000000000000007,0.7868055555555556,0.12360849963174547,-0.009279923016036973
fake_violations,0.75,1.0,max-position,8,0.19591666666666668,1.0,0.7868055555555556,0.13263635181263944,-0.008940406947772206
fake_violations,0.75,1.0,max-position,9,0.18616666666666667,1.0,0.7868055555555556,0.16296434329883014,-0.007976932722658647
fake_violations,0.75,1.0,max-position,10,0.1796666666666667,1.0,0.7868055555555556,0.11229833693005542,-0.014174151947498603
missing_equity,0.0,1.0,max-position,1,0.5078333333333334,1.08,0.0,0.17096533623996413,-0.024847508412677466
missing_equity,0.0,1.0,max-position,2,0.44316666666666665,1.08,0.0,0.21656990887474947,-0.025027173244082213
missing_equity,0.0,1.0,max-position,3,0.46950000000000003,1.08,0.0,0.260920410483946,-0.018211716103278874
missing_equity,0.0,1.0,max-position,4,0.48283333333333334,1.08,0.0,0.24028809615696844,-0.01272159971382425
missing_equity,0.0,1.0,max-position,5,0.5191666666666667,1.08,0.0,0.2603792274472121,-0.01769795712578537
missing_equity,0.0,1.0,max-position,6,0.48333333333333334,1.08,0.0,0.23182859894868124,-0.025071824985390512
missing_equity,0.0,1.0,max-position,7,0.48550000000000004,1.08,0.0,0.22899675331975122,-0.019746962112851096
missing_equity,0.0,1.0,max-position,8,0.5118333333333334,1.08,0.0,0.22487385035892338,-0.02041662445386061
missing_equity,0.0,1.0,max-position,9,0.4895,1.08,0.0,0.3021476715768088,-0.011401579459775157
missing_equity,0.0,1.0,max-position,10,0.44554166666666667,1.08,0.008333333333333333,0.16595102627102798,-0.028499152956591667
missing_equity,0.1,1.0,max-position,1,0.5078333333333334,1.08,0.0,0.17096533623996413,-0.024847508412677466
missing_equity,0.1,1.0,max-position,2,0.44316666666666665,1.08,0.0,0.21656990887474947,-0.025027173244082213
missing_equity,0.1,1.0,max-position,3,0.46950000000000003,1.08,0.0,0.260920410483946,-0.018211716103278874
missing_equity,0.1,1.0,max-position,4,0.48283333333333334,1.08,0.0,0.24028809615696844,-0.01272159971382425
missing_equity,0.1,1.0,max-position,5,0.5191666666666667,1.08,0.0,0.2603792274472121,-0.01769795712578537
missing_equity,0.1,1.0,max-position,6,0.48333333333333334,1.08,0.0,0.23182859894868124,-0.025071824985390512
missing_equity,0.1,1.0,max-position,7,0.48550000000000004,1.08,0.0,0.22899675331975122,-0.019746962112851096
missing_equity,0.1,1.0,max-position,8,0.5118333333333334,1.08,0.0,0.22487385035892338,-0.02041662445386061
missing_equity,0.1,1.0,max-position,9,0.4895,1.08,0.0,0.3021476715768088,-0.011401579459775157
missing_equity,0.1,1.0,max-position,10,0.44554166666666667,1.08,0.008333333333333333,0.16595102627102798,-0.028499152956591667
missing_equity,0.25,1.0,max-position,1,0.47126666666666667,1.064,0.1965277777777778,0.17289633517517844,-0.021922612946028597
missing_equity,0.25,1.0,max-position,2,0.4122166666666667,1.064,0.1965277777777778,0.20796525078282802,-0.026336257261487472
missing_equity,0.25,1.0,max-position,3,0.43828333333333336,1.0640000000000003,0.1965277777777778,0.2555682735441409,-0.016909742093615288
missing_equity,0.25,1.0,max-position,4,0.44781666666666664,1.064,0.1965277777777778,0.23656651552711594,-0.011828303383892513
missing_equity,0.25,1.0,max-position,5,0.48176666666666673,1.064,0.1965277777777778,0.25533088696458317,-0.017085896170804915
missing_equity,0.25,1.0,max-position,6,0.45431666666666665,1.064,0.1965277777777778,0.2237521286244064,-0.028050943664841843
missing_equity,0.25,1.0,max-position,7,0.45245,1.064,0.1965277777777778,0.22232620355675237,-0.018202026008430905
missing_equity,0.25,1.0,max-position,8,0.4753666666666667,1.064,0.1965277777777778,0.21569282128542633,-0.018782904034438053
missing_equity,0.25,1.0,max-position,9,0.4590166666666667,1.064,0.1965277777777778,0.29726046026153896,-0.011883711607374114
missing_equity,0.25,1.0,max-position,10,0.4083666666666667,1.064,0.20486111111111113,0.16025976979041356,-0.026220480529557277
missing_equity,0.5,1.0,max-position,1,0.43056666666666665,1.048,0.39722222222222225,0.1729451968203637,-0.019104564388772727
missing_equity,0.5,1.0,max-position,2,0.3764,1.048,0.39722222222222225,0.2018790442946088,-0.019163330150825164
missing_equity,0.5,1.0,max-position,3,0.4001333333333334,1.048,0.39722222222222225,0.23914576947748678,-0.015234243184827134
missing_equity,0.5,1.0,max-position,4,0.4052,1.048,0.39722222222222225,0.23383291313478516,-0.009906256683891557
missing_equity,0.5,1.0,max-position,5,0.4436333333333334,1.048,0.39722222222222225,0.2458799763301065,-0.02183333686818023
missing_equity,0.5,1.0,max-position,6,0.4111666666666667,1.048,0.39722222222222225,0.2143386022709146,-0.02139870842502689
missing_equity,0.5,1.0,max-position,7,0.4159333333333333,1.048,0.39722222222222225,0.20898672849130207,-0.018258124022882294
missing_equity,0.5,1.0,max-position,8,0.43056666666666665,1.048,0.39722222222222225,0.20674853387543557,-0.017621704598883348
missing_equity,0.5,1.0,max-position,9,0.4219333333333334,1.048,0.39722222222222225,0.2846690488765742,-0.011433951901724693
missing_equity,0.5,1.0,max-position,10,0.3736083333333334,1.048,0.4022222222222222,0.15627553238491454,-0.02320082440274629
missing_equity,0.75,1.0,max-position,1,0.29916666666666664,1.0,0.7868055555555556,0.14638004039104247,-0.020843798304280514
missing_equity,0.75,1.0,max-position,2,0.2575,0.6,0.7868055555555556,0.1802847788588935,-0.01942357571291975
missing_equity,0.75,1.0,max-position,3,0.2758333333333333,1.0,0.7868055555555556,0.21129035178276134,-0.013627757992269673
missing_equity,0.75,1.0,max-position,4,0.28583333333333333,1.0,0.7868055555555556,0.20702859294791476,-0.009750975698685216
missing_equity,0.75,1.0,max-position,5,0.3025,0.6,0.7868055555555556,0.23320801800935342,-0.011652500050593928
missing_equity,0.75,1.0,max-position,6,0.2833333333333333,1.0,0.7868055555555556,0.18438675170577068,-0.016041805464892644
missing_equity,0.75,1.0,max-position,7,0.2825,0.6,0.7868055555555556,0.1765831309938788,-0.013831246926555685
missing_equity,0.75,1.0,max-position,8,0.29916666666666664,1.0,0.7868055555555556,0.19605944936697495,-0.013159494697760232
missing_equity,0.75,1.0,max-position,9,0.2841666666666667,1.0,0.7868055555555556,0.24678949281096751,-0.009031270653323764
missing_equity,0.75,1.0,max-position,10,0.26541666666666663,1.0,0.7868055555555556,0.1626606127511998,-0.016086282524264695
loss_streak,0.0,1.0,max-position,1,0.5078333333333334,1.08,0.0,0.17096533623996413,-0.024847508412677466
loss_streak,0.0,1.0,max-position,2,0.44316666666666665,1.08,0.0,0.21656990887474947,-0.025027173244082213
loss_streak,0.0,1.0,max-position,3,0.46950000000000003,1.08,0.0,0.260920410483946,-0.018211716103278874
loss_streak,0.0,1.0,max-position,4,0.48283333333333334,1.08,0.0,0.24028809615696844,-0.01272159971382425
loss_streak,0.0,1.0,max-position,5,0.5191666666666667,1.08,0.0,0.2603792274472121,-0.01769795712578537
loss_streak,0.0,1.0,max-position,6,0.48333333333333334,1.08,0.0,0.23182859894868124,-0.025071824985390512
loss_streak,0.0,1.0,max-position,7,0.48550000000000004,1.08,0.0,0.22899675331975122,-0.019746962112851096
loss_streak,0.0,1.0,max-position,8,0.5118333333333334,1.08,0.0,0.22487385035892338,-0.02041662445386061
loss_streak,0.0,1.0,max-position,9,0.4895,1.08,0.0,0.3021476715768088,-0.011401579459775157
loss_streak,0.0,1.0,max-position,10,0.44554166666666667,1.08,0.008333333333333333,0.16595102627102798,-0.028499152956591667
loss_streak,1.0,1.0,max-position,1,0.32375000000000004,1.0,0.0,0.1441824009643795,-0.02286243436014901
loss_streak,1.0,1.0,max-position,2,0.27895833333333336,0.6500000000000001,0.0,0.18300896434599,-0.02145829740067484
loss_streak,1.0,1.0,max-position,3,0.298125,1.0,0.0,0.21625013311364172,-0.013748069416759656
loss_streak,1.0,1.0,max-position,4,0.30895833333333333,1.0,0.0,0.210830692088662,-0.010316593079659486
loss_streak,1.0,1.0,max-position,5,0.3277083333333334,0.6500000000000001,0.0,0.23928643242097425,-0.014406642275753612
loss_streak,1.0,1.0,max-position,6,0.30625,1.0,0.0,0.19464110283236224,-0.01708955327900885
loss_streak,1.0,1.0,max-position,7,0.30604166666666666,0.6500000000000001,0.0,0.18446119829948682,-0.014982146391749884
loss_streak,1.0,1.0,max-position,8,0.32375000000000004,1.0,0.0,0.20107331231220593,-0.014249655824773888
loss_streak,1.0,1.0,max-position,9,0.3075,1.0,0.0,0.254224636580171,-0.009316313864938919
loss_streak,1.0,1.0,max-position,10,0.2939583333333333,1.0,0.008333333333333333,0.16386850291780575,-0.01870271726983308
loss_streak,3.0,1.0,max-position,1,0.32375000000000004,1.0,0.0,0.1441824009643795,-0.02286243436014901
loss_streak,3.0,1.0,max-position,2,0.27895833333333336,0.6500000000000001,0.0,0.18300896434599,-0.02145829740067484
loss_streak,3.0,1.0,max-position,3,0.298125,1.0,0.0,0.21625013311364172,-0.013748069416759656
loss_streak,3.0,1.0,max-position,4,0.30895833333333333,1.0,0.0,0.210830692088662,-0.010316593079659486
loss_streak,3.0,1.0,max-position,5,0.3277083333333334,0.6500000000000001,0.0,0.23928643242097425,-0.014406642275753612
loss_streak,3.0,1.0,max-position,6,0.30625,1.0,0.0,0.19464110283236224,-0.01708955327900885
loss_streak,3.0,1.0,max-position,7,0.30604166666666666,0.6500000000000001,0.0,0.18446119829948682,-0.014982146391749884
loss_streak,3.0,1.0,max-position,8,0.32375000000000004,1.0,0.0,0.20107331231220593,-0.014249655824773888
loss_streak,3.0,1.0,max-position,9,0.3075,1.0,0.0,0.254224636580171,-0.009316313864938919
loss_streak,3.0,1.0,max-position,10,0.2939583333333333,1.0,0.008333333333333333,0.16386850291780575,-0.01870271726983308
loss_streak,5.0,1.0,max-position,1,0.32375000000000004,1.0,0.0,0.1441824009643795,-0.02286243436014901
loss_streak,5.0,1.0,max-position,2,0.27895833333333336,0.6500000000000001,0.0,0.18300896434599,-0.02145829740067484
loss_streak,5.0,1.0,max-position,3,0.298125,1.0,0.0,0.21625013311364172,-0.013748069416759656
loss_streak,5.0,1.0,max-position,4,0.30895833333333333,1.0,0.0,0.210830692088662,-0.010316593079659486
loss_streak,5.0,1.0,max-position,5,0.3277083333333334,0.6500000000000001,0.0,0.23928643242097425,-0.014406642275753612
loss_streak,5.0,1.0,max-position,6,0.30625,1.0,0.0,0.19464110283236224,-0.01708955327900885
loss_streak,5.0,1.0,max-position,7,0.30604166666666666,0.6500000000000001,0.0,0.18446119829948682,-0.014982146391749884
loss_streak,5.0,1.0,max-position,8,0.32375000000000004,1.0,0.0,0.20107331231220593,-0.014249655824773888
loss_streak,5.0,1.0,max-position,9,0.3075,1.0,0.0,0.254224636580171,-0.009316313864938919
loss_streak,5.0,1.0,max-position,10,0.2939583333333333,1.0,0.008333333333333333,0.16386850291780575,-0.01870271726983308
fake_rejections,0.0,1.0,none,1,0.5078333333333334,1.08,0.0,0.24975293654439845,-0.02449050067879277
fake_rejections,0.0,1.0,none,2,0.44383333333333336,1.08,0.0,0.3086577986870578,-0.03304324190112573
fake_rejections,0.0,1.0,none,3,0.460625,1.08,0.0,0.34630079048519713,-0.023076321793892962
fake_rejections,0.0,1.0,none,4,0.48516666666666663,1.08,0.0,0.34263010112652403,-0.012068395324550507
fake_rejections,0.0,1.0,none,5,0.5215,1.08,0.0,0.3646668375346851,-0.024029602249289184
fake_rejections,0.0,1.0,none,6,0.4784166666666667,1.08,0.0,0.25489127081855645,-0.0358274602862676
fake_rejections,0.0,1.0,none,7,0.4875,1.08,0.0,0.31451525027532945,-0.038511135526077656
fake_rejections,0.0,1.0,none,8,0.5148333333333334,1.08,0.0,0.32749663386992256,-0.019535566185919118
fake_rejections,0.0,1.0,none,9,0.48512500000000003,1.08,0.0,0.3881756205095961,-0.020681993685259692
fake_rejections,0.0,1.0,none,10,0.46549999999999997,1.08,0.0,0.27010771716766135,-0.03134185684403512
fake_rejections,0.1,1.0,none,1,0.5078333333333334,1.08,0.0,0.24975293654439845,-0.02449050067879277
fake_rejections,0.1,1.0,none,2,0.44383333333333336,1.08,0.0,0.3086577986870578,-0.03304324190112573
fake_rejections,0.1,1.0,none,3,0.460625,1.08,0.0,0.34630079048519713,-0.023076321793892962
fake_rejections,0.1,1.0,none,4,0.48516666666666663,1.08,0.0,0.34263010112652403,-0.012068395324550507
fake_rejections,0.1,1.0,none,5,0.5215,1.08,0.0,0.3646668375346851,-0.024029602249289184
fake_rejections,0.1,1.0,none,6,0.4784166666666667,1.08,0.0,0.25489127081855645,-0.0358274602862676
fake_rejections,0.1,1.0,none,7,0.4875,1.08,0.0,0.31451525027532945,-0.038511135526077656
fake_rejections,0.1,1.0,none,8,0.5148333333333334,1.08,0.0,0.32749663386992256,-0.019535566185919118
fake_rejections,0.1,1.0,none,9,0.48512500000000003,1.08,0.0,0.3881756205095961,-0.020681993685259692
fake_rejections,0.1,1.0,none,10,0.46549999999999997,1.08,0.0,0.27010771716766135,-0.03134185684403512
fake_rejections,0.25,1.0,none,1,0.44666666666666666,1.0,0.1965277777777778,0.24598109547957425,-0.02313775695936171
fake_rejections,0.25,1.0,none,2,0.38625000000000004,0.9000000000000001,0.1965277777777778,0.2953404621129003,-0.028832840198411702
fake_rejections,0.25,1.0,none,3,0.4030208333333334,1.0,0.1965277777777778,0.31280169599567986,-0.023500966942830215
fake_rejections,0.25,1.0,none,4,0.42458333333333337,1.0,0.1965277777777778,0.345204774793467,-0.01360288376862051
fake_rejections,0.25,1.0,none,5,0.45375000000000004,0.9000000000000001,0.1965277777777778,0.34370620890144754,-0.01843406438550066
fake_rejections,0.25,1.0,none,6,0.42083333333333334,1.0,0.1965277777777778,0.2634821745850362,-0.026607476348359027
fake_rejections,0.25,1.0,none,7,0.42375,0.9000000000000001,0.1965277777777778,0.28197328316304304,-0.03776625970022551
fake_rejections,0.25,1.0,none,8,0.44666666666666666,1.0,0.1965277777777778,0.3008775991525878,-0.020186578297153757
fake_rejections,0.25,1.0,none,9,0.42285416666666664,1.0,0.1965277777777778,0.3508608657734358,-0.01705147749233027
fake_rejections,0.25,1.0,none,10,0.4065416666666667,1.0,0.1965277777777778,0.26538624379742104,-0.028313062587781657
fake_rejections,0.5,1.0,none,1,0.3975,1.0,0.39722222222222225,0.22975390349429303,-0.021185207360338243
fake_rejections,0.5,1.0,none,2,0.3433333333333334,0.8000000000000002,0.39722222222222225,0.28344876282264386,-0.025923733738307808
fake_rejections,0.5,1.0,none,3,0.36150000000000004,1.0,0.39722222222222225,0.2963129750867408,-0.02227775118502462
fake_rejections,0.5,1.0,none,4,0.37833333333333335,1.0,0.39722222222222225,0.3001602323353636,-0.02107129690325482
fake_rejections,0.5,1.0,none,5,0.4033333333333334,0.8000000000000002,0.39722222222222225,0.32097644528771974,-0.01665156961965608
fake_rejections,0.5,1.0,none,6,0.375,1.0,0.39722222222222225,0.2531292000324936,-0.02354358271018331
fake_rejections,0.5,1.0,none,7,0.3766666666666667,0.8000000000000002,0.39722222222222225,0.24703458067709905,-0.03211038718948811
fake_rejections,0.5,1.0,none,8,0.3975,1.0,0.39722222222222225,0.2837809702188907,-0.017517612579889597
fake_rejections,0.5,1.0,none,9,0.37750000000000006,1.0,0.39722222222222225,0.32662313254664066,-0.013851249296488843
fake_rejections,0.5,1.0,none,10,0.36183333333333334,1.0,0.39722222222222225,0.26389130029882835,-0.02590116217569738
fake_rejections,0.75,1.0,none,1,0.19591666666666668,1.0,0.7868055555555556,0.11398491770836672,-0.010480200358177205
fake_rejections,0.75,1.0,none,2,0.167375,0.39000000000000007,0.7868055555555556,0.1345171626730568,-0.015220157700822412
fake_rejections,0.75,1.0,none,3,0.18220833333333336,1.0,0.7868055555555556,0.1754955068790578,-0.012929621496498012
fake_rejections,0.75,1.0,none,4,0.18870833333333334,1.0,0.7868055555555556,0.15308866866559923,-0.00522622691982233
fake_rejections,0.75,1.0,none,5,0.19662500000000002,0.39000000000000007,0.7868055555555556,0.16221373739143607,-0.0084579406261861
fake_rejections,0.75,1.0,none,6,0.18708333333333332,1.0,0.7868055555555556,0.11215120478357554,-0.013647763105771205
fake_rejections,0.75,1.0,none,7,0.183625,0.39000000000000007,0.7868055555555556,0.12360849963174547,-0.009279923016036973
fake_rejections,0.75,1.0,none,8,0.19591666666666668,1.0,0.7868055555555556,0.14063623671867487,-0.00894046026142048
fake_rejections,0.75,1.0,none,9,0.18616666666666667,1.0,0.7868055555555556,0.15429876017972455,-0.013753528084179178
fake_rejections,0.75,1.0,none,10,0.1796666666666667,1.0,0.7868055555555556,0.11237815875800528,-0.014174154040538345
fake_violations,0.0,1.0,none,1,0.5078333333333334,1.08,0.0,0.24975293654439845,-0.02449050067879277
fake_violations,0.0,1.0,none,2,0.44383333333333336,1.08,0.0,0.3086577986870578,-0.03304324190112573
fake_violations,0.0,1.0,none,3,0.460625,1.08,0.0,0.34630079048519713,-0.023076321793892962
fake_violations,0.0,1.0,none,4,0.48516666666666663,1.08,0.0,0.34263010112652403,-0.012068395324550507
fake_violations,0.0,1.0,none,5,0.5215,1.08,0.0,0.3646668375346851,-0.024029602249289184
fake_violations,0.0,1.0,none,6,0.4784166666666667,1.08,0.0,0.25489127081855645,-0.0358274602862676
fake_violations,0.0,1.0,none,7,0.4875,1.08,0.0,0.31451525027532945,-0.038511135526077656
fake_violations,0.0,1.0,none,8,0.5148333333333334,1.08,0.0,0.32749663386992256,-0.019535566185919118
fake_violations,0.0,1.0,none,9,0.48512500000000003,1.08,0.0,0.3881756205095961,-0.020681993685259692
fake_violations,0.0,1.0,none,10,0.46549999999999997,1.08,0.0,0.27010771716766135,-0.03134185684403512
fake_violations,0.1,1.0,none,1,0.5078333333333334,1.08,0.0,0.24975293654439845,-0.02449050067879277
fake_violations,0.1,1.0,none,2,0.44383333333333336,1.08,0.0,0.3086577986870578,-0.03304324190112573
fake_violations,0.1,1.0,none,3,0.460625,1.08,0.0,0.34630079048519713,-0.023076321793892962
fake_violations,0.1,1.0,none,4,0.48516666666666663,1.08,0.0,0.34263010112652403,-0.012068395324550507
fake_violations,0.1,1.0,none,5,0.5215,1.08,0.0,0.3646668375346851,-0.024029602249289184
fake_violations,0.1,1.0,none,6,0.4784166666666667,1.08,0.0,0.25489127081855645,-0.0358274602862676
fake_violations,0.1,1.0,none,7,0.4875,1.08,0.0,0.31451525027532945,-0.038511135526077656
fake_violations,0.1,1.0,none,8,0.5148333333333334,1.08,0.0,0.32749663386992256,-0.019535566185919118
fake_violations,0.1,1.0,none,9,0.48512500000000003,1.08,0.0,0.3881756205095961,-0.020681993685259692
fake_violations,0.1,1.0,none,10,0.46549999999999997,1.08,0.0,0.27010771716766135,-0.03134185684403512
fake_violations,0.25,1.0,none,1,0.2917916666666667,1.0,0.1965277777777778,0.16212180285232858,-0.021642289260110914
fake_violations,0.25,1.0,none,2,0.2510625,0.5850000000000001,0.1965277777777778,0.22403573924472497,-0.018540410560292653
fake_violations,0.25,1.0,none,3,0.26914583333333336,1.0,0.1965277777777778,0.23289231183387415,-0.017726802799246655
fake_violations,0.25,1.0,none,4,0.27889583333333334,1.0,0.1965277777777778,0.23494539404132952,-0.009112504867431537
fake_violations,0.25,1.0,none,5,0.2949375,0.5850000000000001,0.1965277777777778,0.2504947904363466,-0.013031517665215375
fake_violations,0.25,1.0,none,6,0.27645833333333336,1.0,0.1965277777777778,0.2040357909320336,-0.021044568074520265
fake_violations,0.25,1.0,none,7,0.2754375,0.5850000000000002,0.1965277777777778,0.18142577397327764,-0.020981485385614174
fake_violations,0.25,1.0,none,8,0.2917916666666667,1.0,0.1965277777777778,0.2086954809841408,-0.014122343175747898
fake_violations,0.25,1.0,none,9,0.27716666666666673,1.0,0.1965277777777778,0.24706259960543675,-0.013799972850863984
fake_violations,0.25,1.0,none,10,0.2674166666666667,1.0,0.1965277777777778,0.18841317003151326,-0.01950890813650552
fake_violations,0.5,1.0,none,1,0.2598333333333333,1.0,0.39722222222222225,0.14542495970477987,-0.01757875112240692
fake_violations,0.5,1.0,none,2,0.22316666666666668,0.52,0.39722222222222225,0.19026993003156378,-0.017787053931342722
fake_violations,0.5,1.0,none,3,0.24016666666666667,1.0,0.39722222222222225,0.21357003436225197,-0.01704239873578761
fake_violations,0.5,1.0,none,4,0.24883333333333332,1.0,0.39722222222222225,0.2075384458297851,-0.007154028966301129
fake_violations,0.5,1.0,none,5,0.26216666666666666,0.52,0.39722222222222225,0.22168692304120885,-0.011267039883872343
fake_violations,0.5,1.0,none,6,0.24666666666666667,1.0,0.39722222222222225,0.1759262827798167,-0.018984127855251498
fake_violations,0.5,1.0,none,7,0.24483333333333335,0.52,0.39722222222222225,0.1678618698414691,-0.012586360416441567
fake_violations,0.5,1.0,none,8,0.2598333333333333,1.0,0.39722222222222225,0.18371965915427824,-0.01254658006624454
fake_violations,0.5,1.0,none,9,0.24683333333333335,1.0,0.39722222222222225,0.2112905357900734,-0.013784484732690339
fake_violations,0.5,1.0,none,10,0.2381666666666667,1.0,0.39722222222222225,0.1616487286931063,-0.016523963085838256
fake_violations,0.75,1.0,none,1,0.19591666666666668,1.0,0.7868055555555556,0.11398491770836672,-0.010480200358177205
fake_violations,0.75,1.0,none,2,0.167375,0.39000000000000007,0.7868055555555556,0.1345171626730568,-0.015220157700822412
fake_violations,0.75,1.0,none,3,0.18220833333333336,1.0,0.7868055555555556,0.1754955068790578,-0.012929621496498012
fake_violations,0.75,1.0,none,4,0.18870833333333334,1.0,0.7868055555555556,0.15308866866559923,-0.00522622691982233
fake_violations,0.75,1.0,none,5,0.19662500000000002,0.39000000000000007,0.7868055555555556,0.16221373739143607,-0.0084579406261861
fake_violations,0.75,1.0,none,6,0.18708333333333332,1.0,0.7868055555555556,0.11215120478357554,-0.013647763105771205
fake_violations,0.75,1.0,none,7,0.183625,0.39000000000000007,0.7868055555555556,0.12360849963174547,-0.009279923016036973
fake_violations,0.75,1.0,none,8,0.19591666666666668,1.0,0.7868055555555556,0.14063623671867487,-0.00894046026142048
fake_violations,0.75,1.0,none,9,0.18616666666666667,1.0,0.7868055555555556,0.15429876017972455,-0.013753528084179178
fake_violations,0.75,1.0,none,10,0.1796666666666667,1.0,0.7868055555555556,0.11237815875800528,-0.014174154040538345
missing_equity,0.0,1.0,none,1,0.5078333333333334,1.08,0.0,0.24975293654439845,-0.02449050067879277
missing_equity,0.0,1.0,none,2,0.44383333333333336,1.08,0.0,0.3086577986870578,-0.03304324190112573
missing_equity,0.0,1.0,none,3,0.460625,1.08,0.0,0.34630079048519713,-0.023076321793892962
missing_equity,0.0,1.0,none,4,0.48516666666666663,1.08,0.0,0.34263010112652403,-0.012068395324550507
missing_equity,0.0,1.0,none,5,0.5215,1.08,0.0,0.3646668375346851,-0.024029602249289184
missing_equity,0.0,1.0,none,6,0.4784166666666667,1.08,0.0,0.25489127081855645,-0.0358274602862676
missing_equity,0.0,1.0,none,7,0.4875,1.08,0.0,0.31451525027532945,-0.038511135526077656
missing_equity,0.0,1.0,none,8,0.5148333333333334,1.08,0.0,0.32749663386992256,-0.019535566185919118
missing_equity,0.0,1.0,none,9,0.48512500000000003,1.08,0.0,0.3881756205095961,-0.020681993685259692
missing_equity,0.0,1.0,none,10,0.46549999999999997,1.08,0.0,0.27010771716766135,-0.03134185684403512
missing_equity,0.1,1.0,none,1,0.5078333333333334,1.08,0.0,0.24975293654439845,-0.02449050067879277
missing_equity,0.1,1.0,none,2,0.44383333333333336,1.08,0.0,0.3086577986870578,-0.03304324190112573
missing_equity,0.1,1.0,none,3,0.460625,1.08,0.0,0.34630079048519713,-0.023076321793892962
missing_equity,0.1,1.0,none,4,0.48516666666666663,1.08,0.0,0.34263010112652403,-0.012068395324550507
missing_equity,0.1,1.0,none,5,0.5215,1.08,0.0,0.3646668375346851,-0.024029602249289184
missing_equity,0.1,1.0,none,6,0.4784166666666667,1.08,0.0,0.25489127081855645,-0.0358274602862676
missing_equity,0.1,1.0,none,7,0.4875,1.08,0.0,0.31451525027532945,-0.038511135526077656
