kind,dose,decay,risk,seed,memory_driven_leverage_amplification,max_memory_driven_leverage_amplification,memory_pollution_ratio,total_return,max_drawdown
fake_violations,0.0,1.0,max-position,4,0.48283333333333334,1.08,0.0,0.24028809615696844,-0.01272159971382425
fake_violations,0.0,1.0,max-position,5,0.5191666666666667,1.08,0.0,0.2603792274472121,-0.01769795712578537
fake_violations,0.0,1.0,max-position,6,0.48333333333333334,1.08,0.0,0.23182859894868124,-0.025071824985390512
fake_violations,0.0,1.0,max-position,7,0.48550000000000004,1.08,0.0,0.22899675331975122,-0.019746962112851096
fake_violations,0.0,1.0,max-position,8,0.5118333333333334,1.08,0.0,0.22487385035892338,-0.02041662445386061
fake_violations,0.0,1.0,max-position,9,0.4895,1.08,0.0,0.3021476715768088,-0.011401579459775157
fake_violations,0.0,1.0,max-position,10,0.44554166666666667,1.08,0.008333333333333333,0.16595102627102798,-0.028499152956591667
fake_violations,0.1,1.0,max-position,1,0.5078333333333334,1.08,0.0,0.17096533623996413,-0.024847508412677466
fake_violations,0.1,1.0,max-position,2,0.44316666666666665,1.08,0.0,0.21656990887474947,-0.025027173244082213
fake_violations,0.1,1.0,max-position,3,0.46950000000000003,1.08,0.0,0.260920410483946,-0.018211716103278874
fake_violations,0.1,1.0,max-position,4,0.48283333333333334,1.08,0.0,0.24028809615696844,-0.01272159971382425
fake_violations,0.1,1.0,max-position,5,0.5191666666666667,1.08,0.0,0.2603792274472121,-0.01769795712578537
fake_violations,0.1,1.0,max-position,6,0.48333333333333334,1.08,0.0,0.23182859894868124,-0.025071824985390512
