kind,decay,risk,dose,outcome,paired_n,mean_delta_vs_dose0,delta_ci_low,delta_ci_high,permutation_p_value,q_value,cohens_d
fake_rejections,0.6,max-position,0.75,memory_driven_leverage_amplification,10,-0.2977398710386306,-0.308702648623641,-0.28578976405274115,0.001953125,0.002999680034129693,-15.524584899332142
fake_rejections,0.6,max-position,0.75,max_memory_driven_leverage_amplification,10,-0.24021165857043725,-0.4004233171408744,-0.08000000000000007,0.001953125,0.002999680034129693,-0.931178258872949
fake_rejections,0.6,max-position,0.75,memory_pollution_ratio,10,0.7844074877522139,0.7744026364015418,0.7927100775251114,0.001953125,0.002999680034129693,51.7239393431348
fake_rejections,0.6,max-position,0.75,total_return,10,-0.09634454495213722,-0.11244408635038379,-0.08068759873907058,0.001953125,0.002999680034129693,-3.657876204990083
fake_rejections,0.6,max-position,0.75,max_drawdown,10,0.008135572121551849,0.005700146725953736,0.010336406945025255,0.001953125,0.002999680034129693,2.0327891212285767
fake_rejections,0.6,none,0.1,memory_driven_leverage_amplification,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_rejections,0.6,none,0.1,max_memory_driven_leverage_amplification,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_rejections,0.6,none,0.1,memory_pollution_ratio,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_rejections,0.6,none,0.1,total_return,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_rejections,0.6,none,0.1,max_drawdown,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_rejections,0.6,none,0.25,memory_driven_leverage_amplification,10,-0.0600433524173028,-0.06514425167707613,-0.055177515614156826,0.001953125,0.002999680034129693,-7.1053618454267
fake_rejections,0.6,none,0.25,max_memory_driven_leverage_amplification,10,-0.08843164469118672,-0.09686328938237336,-0.08000000000000007,0.001953125,0.002999680034129693,-6.513707720518264
fake_rejections,0.6,none,0.25,memory_pollution_ratio,10,0.1932053323584812,0.183325546474662,0.20358955032394635,0.001953125,0.002999680034129693,11.047352951803415
fake_rejections,0.6,none,0.25,total_return,10,-0.012946510736093209,-0.021428316362008638,-0.005765969026960849,0.005859375,0.008424021565495208,-0.983459177107737
fake_rejections,0.6,none,0.25,max_drawdown,10,0.003287996750733735,0.0004965377875418064,0.005773294922243632,0.052734375,0.07083722014925373,0.7186305982697876
fake_rejections,0.6,none,0.5,memory_driven_leverage_amplification,10,-0.14193434247050657,-0.15371412213740454,-0.13077194367337497,0.001953125,0.002999680034129693,-7.243767886231412
fake_rejections,0.6,none,0.5,max_memory_driven_leverage_amplification,10,-0.10248438584316452,-0.12496877168632899,-0.08000000000000007,0.001953125,0.002999680034129693,-2.830802272324416
fake_rejections,0.6,none,0.5,memory_pollution_ratio,10,0.39438969220582054,0.38325387328769117,0.40548136317330535,0.001953125,0.002999680034129693,20.74841267911936
fake_rejections,0.6,none,0.5,total_return,10,-0.07706788941908571,-0.09449332648680661,-0.06064572992642756,0.001953125,0.002999680034129693,-2.6540290499501173
fake_rejections,0.6,none,0.5,max_drawdown,10,0.0063756316292788665,0.00010544862943835387,0.01197577828122991,0.068359375,0.091552734375,0.6475576281912393
fake_rejections,0.6,none,0.75,memory_driven_leverage_amplification,10,-0.2989523710386306,-0.30952350798056905,-0.2892946044413601,0.001953125,0.002999680034129693,-17.194692619929214
fake_rejections,0.6,none,0.75,max_memory_driven_leverage_amplification,10,-0.24021165857043725,-0.4004233171408744,-0.08000000000000007,0.001953125,0.002999680034129693,-0.931178258872949
fake_rejections,0.6,none,0.75,memory_pollution_ratio,10,0.7852408210855473,0.7769026364015418,0.7927240510187419,0.001953125,0.002999680034129693,59.47424192194077
fake_rejections,0.6,none,0.75,total_return,10,-0.18141460450693822,-0.19896420008608504,-0.1650494006624341,0.001953125,0.002999680034129693,-6.276969068775957
fake_rejections,0.6,none,0.75,max_drawdown,10,0.013803245916163531,0.009903406122030079,0.017393143932850873,0.001953125,0.002999680034129693,2.2047135770190405
fake_rejections,0.85,max-position,0.1,memory_driven_leverage_amplification,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_rejections,0.85,max-position,0.1,max_memory_driven_leverage_amplification,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_rejections,0.85,max-position,0.1,memory_pollution_ratio,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_rejections,0.85,max-position,0.1,total_return,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_rejections,0.85,max-position,0.1,max_drawdown,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_rejections,0.85,max-position,0.25,memory_driven_leverage_amplification,10,-0.06052518352458203,-0.06366504518176348,-0.05708731117387762,0.001953125,0.002999680034129693,-11.17034396708514
fake_rejections,0.85,max-position,0.25,max_memory_driven_leverage_amplification,10,-0.10111316338069473,-0.1222263267613894,-0.08000000000000007,0.001953125,0.002999680034129693,-2.974316986438742
fake_rejections,0.85,max-position,0.25,memory_pollution_ratio,10,0.19545284867122553,0.19218994227024394,0.19875100474375051,0.001953125,0.002999680034129693,34.978264156655946
fake_rejections,0.85,max-position,0.25,total_return,10,-0.008267765677457507,-0.010613500339842675,-0.0062111536517070794,0.001953125,0.002999680034129693,-2.2111536568141594
fake_rejections,0.85,max-position,0.25,max_drawdown,10,0.0013781429005236489,0.0006542713528936539,0.0019823828403104592,0.0078125,0.01102076802507837,1.242745915099854
fake_rejections,0.85,max-position,0.5,memory_driven_leverage_amplification,10,-0.1070010463485237,-0.11167283503347765,-0.10206648715861592,0.001953125,0.002999680034129693,-13.495092676534655
fake_rejections,0.85,max-position,0.5,max_memory_driven_leverage_amplification,10,-0.1259521791226885,-0.17190435824537692,-0.08000000000000007,0.001953125,0.002999680034129693,-1.7022856442600258
fake_rejections,0.85,max-position,0.5,memory_pollution_ratio,10,0.3958354711136761,0.3918784607410443,0.39966618435405266,0.001953125,0.002999680034129693,59.848047553889074
fake_rejections,0.85,max-position,0.5,total_return,10,-0.01611981291372504,-0.019639788014338345,-0.012418433159878495,0.001953125,0.002999680034129693,-2.599055909074139
fake_rejections,0.85,max-position,0.5,max_drawdown,10,0.002807152520487577,0.0018797982528860001,0.0037640515552212596,0.001953125,0.002999680034129693,1.8007021836541162
fake_rejections,0.85,max-position,0.75,memory_driven_leverage_amplification,10,-0.2976092641293424,-0.3081543874494914,-0.28635442445143455,0.001953125,0.002999680034129693,-16.323112462086332
fake_rejections,0.85,max-position,0.75,max_memory_driven_leverage_amplification,10,-0.25620997723216626,-0.43241995446433246,-0.08000000000000007,0.001953125,0.002999680034129693,-0.9030221535831355
fake_rejections,0.85,max-position,0.75,memory_pollution_ratio,10,0.7854026088639575,0.7808346527629055,0.7887362018158811,0.001953125,0.002999680034129693,118.1426679886261
fake_rejections,0.85,max-position,0.75,total_return,10,-0.09409536095502531,-0.10977813895764348,-0.07892764257689153,0.001953125,0.002999680034129693,-3.702470516262766
fake_rejections,0.85,max-position,0.75,max_drawdown,10,0.009172911335193623,0.007221797475721192,0.010990599915124155,0.001953125,0.002999680034129693,2.8507879699571648
fake_rejections,0.85,none,0.1,memory_driven_leverage_amplification,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_rejections,0.85,none,0.1,max_memory_driven_leverage_amplification,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_rejections,0.85,none,0.1,memory_pollution_ratio,10,0.0,0.0,0.0,1.0,1.0,0.0
