left_regime,right_regime,agent,outcome,family,paired_n,mean_delta,ci_low,ci_high,permutation_p_value,q_value,cohens_d
sideways,bearish,deepseek:deepseek-v4-pro,hold_ratio,posthoc_primary_interaction,30,0.03263888888888888,0.007870370370370344,0.05925925925925925,0.02498750624687656,0.03331667499583541,0.444224524340735
sideways,bearish,deepseek:deepseek-v4-pro,mean_gross_target_exposure,posthoc_primary_interaction,30,-0.0461574074074074,-0.08030092592592593,-0.01319444444444442,0.017991004497751123,0.03331667499583541,-0.4771369355781923
sideways,bearish,glm:glm-5,hold_ratio,posthoc_primary_interaction,30,0.012962962962962963,0.0009259259259259319,0.025694444444444412,0.04897551224387806,0.04897551224387806,0.3800863383533694
sideways,bearish,glm:glm-5,mean_gross_target_exposure,posthoc_primary_interaction,30,-0.023888888888888887,-0.041111111111111105,-0.007754629629629634,0.008995502248875561,0.03331667499583541,-0.5140646444627944
