scenario,level,agent,seed,total_return,sharpe,max_drawdown,execution_fill_rate,total_slippage_cost
calm,E2_spread_20bps,minimum-variance,1,0.12108783522559219,1.942559179396745,-0.195152532263545,0.9875,8879.068167643665
calm,E2_spread_20bps,minimum-variance,2,0.05334321492494132,0.8006159522186426,-0.22082567748578863,0.9872881355932204,8922.35670093979
calm,E2_spread_20bps,minimum-variance,3,0.042716177872129,0.7105656810989792,-0.2058246767541908,0.9875,8450.732364655043
calm,E2_spread_20bps,minimum-variance,4,0.08231319656515068,1.2730258745414444,-0.21903877066273858,0.9831223628691983,8600.630493558663
calm,E2_spread_20bps,minimum-variance,5,0.13786298974387123,2.132880921776632,-0.1821385499892123,0.9831932773109243,8419.395178094956
calm,E2_spread_20bps,minimum-variance,6,0.03141815192335762,0.5629824108711498,-0.2157938357063961,0.9875,9096.03829327263
calm,E2_spread_20bps,minimum-variance,7,0.06018120042707964,1.0314494161565912,-0.1905841159447309,0.9875,7649.171598881724
calm,E2_spread_20bps,minimum-variance,8,0.021844810319567642,0.40251009472528065,-0.23758301364340706,0.9873949579831933,8033.404531707974
calm,E2_spread_20bps,minimum-variance,9,0.1294687743924654,2.0084611485854436,-0.21271888331822963,0.9916666666666667,8795.083056244213
calm,E2_spread_20bps,minimum-variance,10,0.02048849089242699,0.3667587329978455,-0.22767117653626123,0.9916317991631799,10090.866076577597
calm,E2_spread_20bps,random,1,0.01339633255750039,0.30748822045436197,-0.1807191284292351,0.8614718614718615,11848.350608164708
calm,E2_spread_20bps,random,2,0.01776387650503053,0.3500891903040319,-0.18620088394442147,0.9074889867841409,11832.276660677488
calm,E2_spread_20bps,random,3,-0.0430806587570437,-0.6661388687398768,-0.21314484790938548,0.9130434782608695,12494.29347953415
calm,E2_spread_20bps,random,4,-0.01624094302526269,-0.23691930278214957,-0.18336893459207726,0.8728070175438597,12072.580662852713
calm,E2_spread_20bps,random,5,0.03732702694176493,0.7576251413064118,-0.17116597311185944,0.9184549356223176,12004.548770477357
calm,E2_spread_20bps,random,6,-0.010445646665365182,-0.13885887858182638,-0.16684940056061037,0.9026548672566371,12635.673006532525
calm,E2_spread_20bps,random,7,-0.034691263538528916,-0.5975201506810264,-0.17949471100811565,0.9,11150.104974103895
calm,E2_spread_20bps,random,8,-0.045355313524270024,-0.871777982401072,-0.19101495144218572,0.9094827586206896,11792.432115383279
calm,E2_spread_20bps,random,9,0.010149347684093035,0.25239141259583797,-0.1816872971857162,0.9145299145299145,12825.643819180596
calm,E2_spread_20bps,random,10,0.10025398627125726,1.8188042294436857,-0.1434220241379376,0.9170305676855895,11413.454805897472
calm,E2_latency_3,buy-and-hold,1,0.07819357200751798,1.3153295455052363,-0.19464123335320882,0.6583333333333333,3964.249520017168
calm,E2_latency_3,buy-and-hold,2,0.06905280181907258,0.8671677336412591,-0.24096420751902126,0.6778242677824268,8698.612774790141
calm,E2_latency_3,buy-and-hold,3,0.03477097277598484,0.5236002965234393,-0.24424452980004396,0.694560669456067,8013.01536692696
calm,E2_latency_3,buy-and-hold,4,-0.010341153198588304,-0.04513039685782859,-0.2620719331198692,0.6666666666666666,8867.489750237477
calm,E2_latency_3,buy-and-hold,5,0.1497242038788149,1.9811708079354524,-0.2449954369486146,0.694560669456067,8470.361322588584
calm,E2_latency_3,buy-and-hold,6,0.023288608112030484,0.3872183985643647,-0.25035144129789044,0.7,5066.7654201279865
calm,E2_latency_3,buy-and-hold,7,0.13255014498593543,2.117460626023858,-0.1797730702034609,0.7154811715481172,3970.9385074230145
calm,E2_latency_3,buy-and-hold,8,0.029219191022303637,0.44532418127286577,-0.2825911341934906,0.7166666666666667,6798.87341906467
calm,E2_latency_3,buy-and-hold,9,0.06576355578189563,0.902328334951717,-0.28262620664354254,0.6708333333333333,6762.951477743773
