scenario,level,agent,run_count,sharpe_mean,sharpe_std,sharpe_ci_low,sharpe_ci_high,return_mean,rank
calm,E0_ideal,buy-and-hold,10,2.212744891487141,0.6124242280850776,1.8837008105755804,2.616968054636418,0.139301270961411,3
calm,E0_ideal,mean-reversion,10,-6.3784785813913505,0.9424273691459589,-6.928587286609009,-5.849840426454389,-0.19672163918854682,7
calm,E0_ideal,minimum-variance,10,2.2116947025241815,0.6134770880168093,1.881537540699777,2.6158531303576167,0.13922576576018839,4
calm,E0_ideal,naive-momentum,10,8.474860187624389,1.0106056889602564,7.900950163435779,9.09826625384798,0.3948369261412329,1
calm,E0_ideal,random,10,1.9561598162362894,0.7003325122539132,1.5434617543864417,2.3513838067213735,0.10038105317323491,6
calm,E0_ideal,risk-parity,10,2.1788265667935005,0.5867847595151462,1.8678628201707095,2.5669365179379,0.13612715553052826,5
calm,E0_ideal,signal-weighted,10,7.193582610744862,0.9674881475390399,6.618684815753328,7.788277974644385,0.2639775551175975,2
calm,E1_default_stress,buy-and-hold,10,1.2277891203054832,0.586678750870385,0.8902980217441273,1.593367021808979,0.07846633290112452,5
calm,E1_default_stress,mean-reversion,10,-6.1098359051155295,1.069243769711995,-6.766586052607136,-5.511135578807764,-0.2207185347131606,7
calm,E1_default_stress,minimum-variance,10,1.5173257001490303,0.6822634132228848,1.1339322887503276,1.9479019256640426,0.09746422186404417,3
calm,E1_default_stress,naive-momentum,10,6.489224648913954,1.2428918713424282,5.753896279334707,7.255705150743158,0.3301313393393778,1
calm,E1_default_stress,random,10,0.7819056547475731,0.7835942939087368,0.3487791970601637,1.261962161455496,0.04075859683577806,6
calm,E1_default_stress,risk-parity,10,1.3587897934906867,0.7274363327391683,0.9602506973339185,1.8206462724538024,0.08660620195123578,4
calm,E1_default_stress,signal-weighted,10,5.819762964370312,0.8585613249925478,5.3047494383489155,6.3245277988141435,0.22927658938246437,2
calm,E2_harsh_corner,buy-and-hold,10,0.6276343490877693,0.6913731593362487,0.22713367666219364,1.0513866953216457,0.03803827810340678,3
calm,E2_harsh_corner,mean-reversion,10,-5.160975791446512,0.9089835054909601,-5.72926280726289,-4.63505121824059,-0.2499005933887603,7
calm,E2_harsh_corner,minimum-variance,10,-0.02813117034879653,1.109283698206236,-0.6105008435081871,0.6863692022044152,-0.010645310253728247,4
calm,E2_harsh_corner,naive-momentum,10,4.536050242667521,1.541099641875937,3.6974172742464866,5.485289618370961,0.30539814702100854,1
calm,E2_harsh_corner,random,10,-0.19570502439705556,1.199792321165165,-0.8776598816782325,0.4949454311600606,-0.01606950528824732,6
calm,E2_harsh_corner,risk-parity,10,-0.14372008696289368,1.164591191555247,-0.7997414486320553,0.6056513870885507,-0.015425737738128609,5
calm,E2_harsh_corner,signal-weighted,10,3.6483835795088586,0.8329981633382683,3.148599752439415,4.136594811926257,0.1629306957536483,2
calm,E2_latency_3,buy-and-hold,10,1.0446385747672406,0.7620637577477412,0.6122671111760315,1.5194411282377005,0.07011115035237309,3
calm,E2_latency_3,mean-reversion,10,-4.806414090428426,0.928347647997877,-5.383822256087184,-4.276624056537608,-0.23360813151453166,7
calm,E2_latency_3,minimum-variance,10,0.3865917486497091,1.1006387404832134,-0.20226327828625865,1.0880253980811796,0.020139538720593576,4
calm,E2_latency_3,naive-momentum,10,4.944245795249938,1.5309969776403982,4.117367829506999,5.891412197368298,0.33767771330380497,1
calm,E2_latency_3,random,10,0.30486122134709837,1.22280346713532,-0.3898723914744183,1.0132968171146834,0.017105845945791166,6
calm,E2_latency_3,risk-parity,10,0.3681696301803277,1.194074352242324,-0.3070800169151798,1.1119125676827921,0.02357077346042673,5
calm,E2_latency_3,signal-weighted,10,3.994737089259695,0.8225552852887918,3.4979816637072956,4.49081618174669,0.17957906376392402,2
calm,E2_participation_1pct,buy-and-hold,10,1.2277891203054832,0.586678750870385,0.8902980217441273,1.593367021808979,0.07846633290112452,5
