frequency,sessions_per_week,decision_interval_minutes,n_symbols,approval_latency_minutes,review_base_minutes,review_minutes_per_order,expiry_minutes,weekly_budget_minutes,chain_compute_p95_ms,attention_minutes_per_session,effective_latency_minutes,session_wall_minutes,weekly_attention_minutes,expiry_ok,backlog_ok,budget_ok,feasible,binding_constraints,session_of_first_expiry,auto_approval_fraction_for_budget
daily,7.0,1440.0,43,60.0,2.0,0.2,1440.0,60.0,155.9585,10.6,60.0,60.002599,74.2,True,True,False,False,budget,,0.1914
daily,7.0,1440.0,44,1.0,2.0,0.2,1440.0,60.0,155.8474,10.8,10.8,10.802597,75.6,True,True,False,False,budget,,0.2063
daily,7.0,1440.0,44,5.0,2.0,0.2,1440.0,60.0,155.8474,10.8,10.8,10.802597,75.6,True,True,False,False,budget,,0.2063
daily,7.0,1440.0,44,15.0,2.0,0.2,1440.0,60.0,155.8474,10.8,15.0,15.002597,75.6,True,True,False,False,budget,,0.2063
daily,7.0,1440.0,44,60.0,2.0,0.2,1440.0,60.0,155.8474,10.8,60.0,60.002597,75.6,True,True,False,False,budget,,0.2063
daily,7.0,1440.0,45,1.0,2.0,0.2,1440.0,60.0,155.7363,11.0,11.0,11.002596,77.0,True,True,False,False,budget,,0.2208
daily,7.0,1440.0,45,5.0,2.0,0.2,1440.0,60.0,155.7363,11.0,11.0,11.002596,77.0,True,True,False,False,budget,,0.2208
daily,7.0,1440.0,45,15.0,2.0,0.2,1440.0,60.0,155.7363,11.0,15.0,15.002596,77.0,True,True,False,False,budget,,0.2208
daily,7.0,1440.0,45,60.0,2.0,0.2,1440.0,60.0,155.7363,11.0,60.0,60.002596,77.0,True,True,False,False,budget,,0.2208
daily,7.0,1440.0,46,1.0,2.0,0.2,1440.0,60.0,155.6252,11.2,11.2,11.202594,78.4,True,True,False,False,budget,,0.2347
daily,7.0,1440.0,46,5.0,2.0,0.2,1440.0,60.0,155.6252,11.2,11.2,11.202594,78.4,True,True,False,False,budget,,0.2347
daily,7.0,1440.0,46,15.0,2.0,0.2,1440.0,60.0,155.6252,11.2,15.0,15.002594,78.4,True,True,False,False,budget,,0.2347
daily,7.0,1440.0,46,60.0,2.0,0.2,1440.0,60.0,155.6252,11.2,60.0,60.002594,78.4,True,True,False,False,budget,,0.2347
daily,7.0,1440.0,47,1.0,2.0,0.2,1440.0,60.0,155.5141,11.4,11.4,11.402592,79.8,True,True,False,False,budget,,0.2481
daily,7.0,1440.0,47,5.0,2.0,0.2,1440.0,60.0,155.5141,11.4,11.4,11.402592,79.8,True,True,False,False,budget,,0.2481
daily,7.0,1440.0,47,15.0,2.0,0.2,1440.0,60.0,155.5141,11.4,15.0,15.002592,79.8,True,True,False,False,budget,,0.2481
daily,7.0,1440.0,47,60.0,2.0,0.2,1440.0,60.0,155.5141,11.4,60.0,60.002592,79.8,True,True,False,False,budget,,0.2481
daily,7.0,1440.0,48,1.0,2.0,0.2,1440.0,60.0,155.403,11.6,11.6,11.60259,81.2,True,True,False,False,budget,,0.2611
daily,7.0,1440.0,48,5.0,2.0,0.2,1440.0,60.0,155.403,11.6,11.6,11.60259,81.2,True,True,False,False,budget,,0.2611
daily,7.0,1440.0,48,15.0,2.0,0.2,1440.0,60.0,155.403,11.6,15.0,15.00259,81.2,True,True,False,False,budget,,0.2611
daily,7.0,1440.0,48,60.0,2.0,0.2,1440.0,60.0,155.403,11.6,60.0,60.00259,81.2,True,True,False,False,budget,,0.2611
daily,7.0,1440.0,49,1.0,2.0,0.2,1440.0,60.0,155.2919,11.8,11.8,11.802588,82.6,True,True,False,False,budget,,0.2736
daily,7.0,1440.0,49,5.0,2.0,0.2,1440.0,60.0,155.2919,11.8,11.8,11.802588,82.6,True,True,False,False,budget,,0.2736
daily,7.0,1440.0,49,15.0,2.0,0.2,1440.0,60.0,155.2919,11.8,15.0,15.002588,82.6,True,True,False,False,budget,,0.2736
daily,7.0,1440.0,49,60.0,2.0,0.2,1440.0,60.0,155.2919,11.8,60.0,60.002588,82.6,True,True,False,False,budget,,0.2736
daily,7.0,1440.0,50,1.0,2.0,0.2,1440.0,60.0,155.1808,12.0,12.0,12.002586,84.0,True,True,False,False,budget,,0.2857
daily,7.0,1440.0,50,5.0,2.0,0.2,1440.0,60.0,155.1808,12.0,12.0,12.002586,84.0,True,True,False,False,budget,,0.2857
daily,7.0,1440.0,50,15.0,2.0,0.2,1440.0,60.0,155.1808,12.0,15.0,15.002586,84.0,True,True,False,False,budget,,0.2857
daily,7.0,1440.0,50,60.0,2.0,0.2,1440.0,60.0,155.1808,12.0,60.0,60.002586,84.0,True,True,False,False,budget,,0.2857
hourly,168.0,60.0,1,1.0,2.0,0.2,1440.0,60.0,139.2928,2.2,2.2,2.202322,369.6,True,True,False,False,budget,,0.8377
hourly,168.0,60.0,1,5.0,2.0,0.2,1440.0,60.0,139.2928,2.2,5.0,5.002322,369.6,True,True,False,False,budget,,0.8377
hourly,168.0,60.0,1,15.0,2.0,0.2,1440.0,60.0,139.2928,2.2,15.0,15.002322,369.6,True,True,False,False,budget,,0.8377
hourly,168.0,60.0,1,60.0,2.0,0.2,1440.0,60.0,139.2928,2.2,60.0,60.002322,369.6,True,False,False,False,budget;backlog,594432,0.8377
hourly,168.0,60.0,2,1.0,2.0,0.2,1440.0,60.0,138.1617,2.4,2.4,2.402303,403.2,True,True,False,False,budget,,0.8512
hourly,168.0,60.0,2,5.0,2.0,0.2,1440.0,60.0,138.1617,2.4,5.0,5.002303,403.2,True,True,False,False,budget,,0.8512
hourly,168.0,60.0,2,15.0,2.0,0.2,1440.0,60.0,138.1617,2.4,15.0,15.002303,403.2,True,True,False,False,budget,,0.8512
hourly,168.0,60.0,2,60.0,2.0,0.2,1440.0,60.0,138.1617,2.4,60.0,60.002303,403.2,True,False,False,False,budget;backlog,599298,0.8512
hourly,168.0,60.0,3,1.0,2.0,0.2,1440.0,60.0,140.4949,2.6,2.6,2.602342,436.8,True,True,False,False,budget,,0.8626
hourly,168.0,60.0,3,5.0,2.0,0.2,1440.0,60.0,140.4949,2.6,5.0,5.002342,436.8,True,True,False,False,budget,,0.8626
hourly,168.0,60.0,3,15.0,2.0,0.2,1440.0,60.0,140.4949,2.6,15.0,15.002342,436.8,True,True,False,False,budget,,0.8626
hourly,168.0,60.0,3,60.0,2.0,0.2,1440.0,60.0,140.4949,2.6,60.0,60.002342,436.8,True,False,False,False,budget;backlog,589346,0.8626
hourly,168.0,60.0,4,1.0,2.0,0.2,1440.0,60.0,142.828,2.8,2.8,2.80238,470.4,True,True,False,False,budget,,0.8724
hourly,168.0,60.0,4,5.0,2.0,0.2,1440.0,60.0,142.828,2.8,5.0,5.00238,470.4,True,True,False,False,budget,,0.8724
hourly,168.0,60.0,4,15.0,2.0,0.2,1440.0,60.0,142.828,2.8,15.0,15.00238,470.4,True,True,False,False,budget,,0.8724
hourly,168.0,60.0,4,60.0,2.0,0.2,1440.0,60.0,142.828,2.8,60.0,60.00238,470.4,True,False,False,False,budget;backlog,579719,0.8724
hourly,168.0,60.0,5,1.0,2.0,0.2,1440.0,60.0,145.1612,3.0,3.0,3.002419,504.0,True,True,False,False,budget,,0.881
hourly,168.0,60.0,5,5.0,2.0,0.2,1440.0,60.0,145.1612,3.0,5.0,5.002419,504.0,True,True,False,False,budget,,0.881
hourly,168.0,60.0,5,15.0,2.0,0.2,1440.0,60.0,145.1612,3.0,15.0,15.002419,504.0,True,True,False,False,budget,,0.881
hourly,168.0,60.0,5,60.0,2.0,0.2,1440.0,60.0,145.1612,3.0,60.0,60.002419,504.0,True,False,False,False,budget;backlog,570401,0.881
hourly,168.0,60.0,6,1.0,2.0,0.2,1440.0,60.0,145.8864,3.2,3.2,3.202431,537.6,True,True,False,False,budget,,0.8884
hourly,168.0,60.0,6,5.0,2.0,0.2,1440.0,60.0,145.8864,3.2,5.0,5.002431,537.6,True,True,False,False,budget,,0.8884
hourly,168.0,60.0,6,15.0,2.0,0.2,1440.0,60.0,145.8864,3.2,15.0,15.002431,537.6,True,True,False,False,budget,,0.8884
hourly,168.0,60.0,6,60.0,2.0,0.2,1440.0,60.0,145.8864,3.2,60.0,60.002431,537.6,True,False,False,False,budget;backlog,567565,0.8884
hourly,168.0,60.0,7,1.0,2.0,0.2,1440.0,60.0,146.6116,3.4,3.4,3.402444,571.2,True,True,False,False,budget,,0.895
hourly,168.0,60.0,7,5.0,2.0,0.2,1440.0,60.0,146.6116,3.4,5.0,5.002444,571.2,True,True,False,False,budget,,0.895
hourly,168.0,60.0,7,15.0,2.0,0.2,1440.0,60.0,146.6116,3.4,15.0,15.002444,571.2,True,True,False,False,budget,,0.895
hourly,168.0,60.0,7,60.0,2.0,0.2,1440.0,60.0,146.6116,3.4,60.0,60.002444,571.2,True,False,False,False,budget;backlog,564758,0.895
hourly,168.0,60.0,8,1.0,2.0,0.2,1440.0,60.0,147.3368,3.6,3.6,3.602456,604.8,True,True,False,False,budget,,0.9008
hourly,168.0,60.0,8,5.0,2.0,0.2,1440.0,60.0,147.3368,3.6,5.0,5.002456,604.8,True,True,False,False,budget,,0.9008
hourly,168.0,60.0,8,15.0,2.0,0.2,1440.0,60.0,147.3368,3.6,15.0,15.002456,604.8,True,True,False,False,budget,,0.9008
hourly,168.0,60.0,8,60.0,2.0,0.2,1440.0,60.0,147.3368,3.6,60.0,60.002456,604.8,True,False,False,False,budget;backlog,561978,0.9008
hourly,168.0,60.0,9,1.0,2.0,0.2,1440.0,60.0,148.062,3.8,3.8,3.802468,638.4,True,True,False,False,budget,,0.906
hourly,168.0,60.0,9,5.0,2.0,0.2,1440.0,60.0,148.062,3.8,5.0,5.002468,638.4,True,True,False,False,budget,,0.906
hourly,168.0,60.0,9,15.0,2.0,0.2,1440.0,60.0,148.062,3.8,15.0,15.002468,638.4,True,True,False,False,budget,,0.906
hourly,168.0,60.0,9,60.0,2.0,0.2,1440.0,60.0,148.062,3.8,60.0,60.002468,638.4,True,False,False,False,budget;backlog,559226,0.906
hourly,168.0,60.0,10,1.0,2.0,0.2,1440.0,60.0,148.7872,4.0,4.0,4.00248,672.0,True,True,False,False,budget,,0.9107
hourly,168.0,60.0,10,5.0,2.0,0.2,1440.0,60.0,148.7872,4.0,5.0,5.00248,672.0,True,True,False,False,budget,,0.9107
hourly,168.0,60.0,10,15.0,2.0,0.2,1440.0,60.0,148.7872,4.0,15.0,15.00248,672.0,True,True,False,False,budget,,0.9107
hourly,168.0,60.0,10,60.0,2.0,0.2,1440.0,60.0,148.7872,4.0,60.0,60.00248,672.0,True,False,False,False,budget;backlog,556500,0.9107
hourly,168.0,60.0,11,1.0,2.0,0.2,1440.0,60.0,149.3986,4.2,4.2,4.20249,705.6,True,True,False,False,budget,,0.915
hourly,168.0,60.0,11,5.0,2.0,0.2,1440.0,60.0,149.3986,4.2,5.0,5.00249,705.6,True,True,False,False,budget,,0.915
hourly,168.0,60.0,11,15.0,2.0,0.2,1440.0,60.0,149.3986,4.2,15.0,15.00249,705.6,True,True,False,False,budget,,0.915
hourly,168.0,60.0,11,60.0,2.0,0.2,1440.0,60.0,149.3986,4.2,60.0,60.00249,705.6,True,False,False,False,budget;backlog,554223,0.915
hourly,168.0,60.0,12,1.0,2.0,0.2,1440.0,60.0,150.01,4.4,4.4,4.4025,739.2,True,True,False,False,budget,,0.9188
hourly,168.0,60.0,12,5.0,2.0,0.2,1440.0,60.0,150.01,4.4,5.0,5.0025,739.2,True,True,False,False,budget,,0.9188
hourly,168.0,60.0,12,15.0,2.0,0.2,1440.0,60.0,150.01,4.4,15.0,15.0025,739.2,True,True,False,False,budget,,0.9188
hourly,168.0,60.0,12,60.0,2.0,0.2,1440.0,60.0,150.01,4.4,60.0,60.0025,739.2,True,False,False,False,budget;backlog,551964,0.9188
hourly,168.0,60.0,13,1.0,2.0,0.2,1440.0,60.0,150.6214,4.6,4.6,4.60251,772.8,True,True,False,False,budget,,0.9224
hourly,168.0,60.0,13,5.0,2.0,0.2,1440.0,60.0,150.6214,4.6,5.0,5.00251,772.8,True,True,False,False,budget,,0.9224
hourly,168.0,60.0,13,15.0,2.0,0.2,1440.0,60.0,150.6214,4.6,15.0,15.00251,772.8,True,True,False,False,budget,,0.9224
hourly,168.0,60.0,13,60.0,2.0,0.2,1440.0,60.0,150.6214,4.6,60.0,60.00251,772.8,True,False,False,False,budget;backlog,549723,0.9224
hourly,168.0,60.0,14,1.0,2.0,0.2,1440.0,60.0,151.2328,4.8,4.8,4.802521,806.4,True,True,False,False,budget,,0.9256
hourly,168.0,60.0,14,5.0,2.0,0.2,1440.0,60.0,151.2328,4.8,5.0,5.002521,806.4,True,True,False,False,budget,,0.9256
hourly,168.0,60.0,14,15.0,2.0,0.2,1440.0,60.0,151.2328,4.8,15.0,15.002521,806.4,True,True,False,False,budget,,0.9256
hourly,168.0,60.0,14,60.0,2.0,0.2,1440.0,60.0,151.2328,4.8,60.0,60.002521,806.4,True,False,False,False,budget;backlog,547501,0.9256
hourly,168.0,60.0,15,1.0,2.0,0.2,1440.0,60.0,151.8442,5.0,5.0,5.002531,840.0,True,True,False,False,budget,,0.9286
hourly,168.0,60.0,15,5.0,2.0,0.2,1440.0,60.0,151.8442,5.0,5.0,5.002531,840.0,True,True,False,False,budget,,0.9286
hourly,168.0,60.0,15,15.0,2.0,0.2,1440.0,60.0,151.8442,5.0,15.0,15.002531,840.0,True,True,False,False,budget,,0.9286
hourly,168.0,60.0,15,60.0,2.0,0.2,1440.0,60.0,151.8442,5.0,60.0,60.002531,840.0,True,False,False,False,budget;backlog,545296,0.9286
hourly,168.0,60.0,16,1.0,2.0,0.2,1440.0,60.0,152.4556,5.2,5.2,5.202541,873.6,True,True,False,False,budget,,0.9313
hourly,168.0,60.0,16,5.0,2.0,0.2,1440.0,60.0,152.4556,5.2,5.2,5.202541,873.6,True,True,False,False,budget,,0.9313
hourly,168.0,60.0,16,15.0,2.0,0.2,1440.0,60.0,152.4556,5.2,15.0,15.002541,873.6,True,True,False,False,budget,,0.9313
hourly,168.0,60.0,16,60.0,2.0,0.2,1440.0,60.0,152.4556,5.2,60.0,60.002541,873.6,True,False,False,False,budget;backlog,543109,0.9313
hourly,168.0,60.0,17,1.0,2.0,0.2,1440.0,60.0,153.067,5.4,5.4,5.402551,907.2,True,True,False,False,budget,,0.9339
hourly,168.0,60.0,17,5.0,2.0,0.2,1440.0,60.0,153.067,5.4,5.4,5.402551,907.2,True,True,False,False,budget,,0.9339
hourly,168.0,60.0,17,15.0,2.0,0.2,1440.0,60.0,153.067,5.4,15.0,15.002551,907.2,True,True,False,False,budget,,0.9339
hourly,168.0,60.0,17,60.0,2.0,0.2,1440.0,60.0,153.067,5.4,60.0,60.002551,907.2,True,False,False,False,budget;backlog,540940,0.9339
hourly,168.0,60.0,18,1.0,2.0,0.2,1440.0,60.0,153.6785,5.6,5.6,5.602561,940.8,True,True,False,False,budget,,0.9362
hourly,168.0,60.0,18,5.0,2.0,0.2,1440.0,60.0,153.6785,5.6,5.6,5.602561,940.8,True,True,False,False,budget,,0.9362
hourly,168.0,60.0,18,15.0,2.0,0.2,1440.0,60.0,153.6785,5.6,15.0,15.002561,940.8,True,True,False,False,budget,,0.9362
hourly,168.0,60.0,18,60.0,2.0,0.2,1440.0,60.0,153.6785,5.6,60.0,60.002561,940.8,True,False,False,False,budget;backlog,538788,0.9362
hourly,168.0,60.0,19,1.0,2.0,0.2,1440.0,60.0,154.2899,5.8,5.8,5.802571,974.4,True,True,False,False,budget,,0.9384
hourly,168.0,60.0,19,5.0,2.0,0.2,1440.0,60.0,154.2899,5.8,5.8,5.802571,974.4,True,True,False,False,budget,,0.9384
hourly,168.0,60.0,19,15.0,2.0,0.2,1440.0,60.0,154.2899,5.8,15.0,15.002571,974.4,True,True,False,False,budget,,0.9384
hourly,168.0,60.0,19,60.0,2.0,0.2,1440.0,60.0,154.2899,5.8,60.0,60.002571,974.4,True,False,False,False,budget;backlog,536653,0.9384
hourly,168.0,60.0,20,1.0,2.0,0.2,1440.0,60.0,154.9013,6.0,6.0,6.002582,1008.0,True,True,False,False,budget,,0.9405
hourly,168.0,60.0,20,5.0,2.0,0.2,1440.0,60.0,154.9013,6.0,6.0,6.002582,1008.0,True,True,False,False,budget,,0.9405
hourly,168.0,60.0,20,15.0,2.0,0.2,1440.0,60.0,154.9013,6.0,15.0,15.002582,1008.0,True,True,False,False,budget,,0.9405
hourly,168.0,60.0,20,60.0,2.0,0.2,1440.0,60.0,154.9013,6.0,60.0,60.002582,1008.0,True,False,False,False,budget;backlog,534535,0.9405
hourly,168.0,60.0,21,1.0,2.0,0.2,1440.0,60.0,155.5127,6.2,6.2,6.202592,1041.6,True,True,False,False,budget,,0.9424
hourly,168.0,60.0,21,5.0,2.0,0.2,1440.0,60.0,155.5127,6.2,6.2,6.202592,1041.6,True,True,False,False,budget,,0.9424
hourly,168.0,60.0,21,15.0,2.0,0.2,1440.0,60.0,155.5127,6.2,15.0,15.002592,1041.6,True,True,False,False,budget,,0.9424
hourly,168.0,60.0,21,60.0,2.0,0.2,1440.0,60.0,155.5127,6.2,60.0,60.002592,1041.6,True,False,False,False,budget;backlog,532433,0.9424
hourly,168.0,60.0,22,1.0,2.0,0.2,1440.0,60.0,156.1241,6.4,6.4,6.402602,1075.2,True,True,False,False,budget,,0.9442
hourly,168.0,60.0,22,5.0,2.0,0.2,1440.0,60.0,156.1241,6.4,6.4,6.402602,1075.2,True,True,False,False,budget,,0.9442
hourly,168.0,60.0,22,15.0,2.0,0.2,1440.0,60.0,156.1241,6.4,15.0,15.002602,1075.2,True,True,False,False,budget,,0.9442
hourly,168.0,60.0,22,60.0,2.0,0.2,1440.0,60.0,156.1241,6.4,60.0,60.002602,1075.2,True,False,False,False,budget;backlog,530348,0.9442
hourly,168.0,60.0,23,1.0,2.0,0.2,1440.0,60.0,156.7355,6.6,6.6,6.602612,1108.8,True,True,False,False,budget,,0.9459
hourly,168.0,60.0,23,5.0,2.0,0.2,1440.0,60.0,156.7355,6.6,6.6,6.602612,1108.8,True,True,False,False,budget,,0.9459
hourly,168.0,60.0,23,15.0,2.0,0.2,1440.0,60.0,156.7355,6.6,15.0,15.002612,1108.8,True,True,False,False,budget,,0.9459
hourly,168.0,60.0,23,60.0,2.0,0.2,1440.0,60.0,156.7355,6.6,60.0,60.002612,1108.8,True,False,False,False,budget;backlog,528279,0.9459
hourly,168.0,60.0,24,1.0,2.0,0.2,1440.0,60.0,157.3469,6.8,6.8,6.802622,1142.4,True,True,False,False,budget,,0.9475
hourly,168.0,60.0,24,5.0,2.0,0.2,1440.0,60.0,157.3469,6.8,6.8,6.802622,1142.4,True,True,False,False,budget,,0.9475
hourly,168.0,60.0,24,15.0,2.0,0.2,1440.0,60.0,157.3469,6.8,15.0,15.002622,1142.4,True,True,False,False,budget,,0.9475
hourly,168.0,60.0,24,60.0,2.0,0.2,1440.0,60.0,157.3469,6.8,60.0,60.002622,1142.4,True,False,False,False,budget;backlog,526226,0.9475
hourly,168.0,60.0,25,1.0,2.0,0.2,1440.0,60.0,157.9583,7.0,7.0,7.002633,1176.0,True,True,False,False,budget,,0.949
hourly,168.0,60.0,25,5.0,2.0,0.2,1440.0,60.0,157.9583,7.0,7.0,7.002633,1176.0,True,True,False,False,budget,,0.949
hourly,168.0,60.0,25,15.0,2.0,0.2,1440.0,60.0,157.9583,7.0,15.0,15.002633,1176.0,True,True,False,False,budget,,0.949
hourly,168.0,60.0,25,60.0,2.0,0.2,1440.0,60.0,157.9583,7.0,60.0,60.002633,1176.0,True,False,False,False,budget;backlog,524189,0.949
hourly,168.0,60.0,26,1.0,2.0,0.2,1440.0,60.0,157.8472,7.2,7.2,7.202631,1209.6,True,True,False,False,budget,,0.9504
hourly,168.0,60.0,26,5.0,2.0,0.2,1440.0,60.0,157.8472,7.2,7.2,7.202631,1209.6,True,True,False,False,budget,,0.9504
hourly,168.0,60.0,26,15.0,2.0,0.2,1440.0,60.0,157.8472,7.2,15.0,15.002631,1209.6,True,True,False,False,budget,,0.9504
hourly,168.0,60.0,26,60.0,2.0,0.2,1440.0,60.0,157.8472,7.2,60.0,60.002631,1209.6,True,False,False,False,budget;backlog,524558,0.9504
hourly,168.0,60.0,27,1.0,2.0,0.2,1440.0,60.0,157.7361,7.4,7.4,7.402629,1243.2,True,True,False,False,budget,,0.9517
hourly,168.0,60.0,27,5.0,2.0,0.2,1440.0,60.0,157.7361,7.4,7.4,7.402629,1243.2,True,True,False,False,budget,,0.9517
hourly,168.0,60.0,27,15.0,2.0,0.2,1440.0,60.0,157.7361,7.4,15.0,15.002629,1243.2,True,True,False,False,budget,,0.9517
hourly,168.0,60.0,27,60.0,2.0,0.2,1440.0,60.0,157.7361,7.4,60.0,60.002629,1243.2,True,False,False,False,budget;backlog,524928,0.9517
hourly,168.0,60.0,28,1.0,2.0,0.2,1440.0,60.0,157.625,7.6,7.6,7.602627,1276.8,True,True,False,False,budget,,0.953
hourly,168.0,60.0,28,5.0,2.0,0.2,1440.0,60.0,157.625,7.6,7.6,7.602627,1276.8,True,True,False,False,budget,,0.953
hourly,168.0,60.0,28,15.0,2.0,0.2,1440.0,60.0,157.625,7.6,15.0,15.002627,1276.8,True,True,False,False,budget,,0.953
hourly,168.0,60.0,28,60.0,2.0,0.2,1440.0,60.0,157.625,7.6,60.0,60.002627,1276.8,True,False,False,False,budget;backlog,525298,0.953
hourly,168.0,60.0,29,1.0,2.0,0.2,1440.0,60.0,157.5139,7.8,7.8,7.802625,1310.4,True,True,False,False,budget,,0.9542
hourly,168.0,60.0,29,5.0,2.0,0.2,1440.0,60.0,157.5139,7.8,7.8,7.802625,1310.4,True,True,False,False,budget,,0.9542
hourly,168.0,60.0,29,15.0,2.0,0.2,1440.0,60.0,157.5139,7.8,15.0,15.002625,1310.4,True,True,False,False,budget,,0.9542
hourly,168.0,60.0,29,60.0,2.0,0.2,1440.0,60.0,157.5139,7.8,60.0,60.002625,1310.4,True,False,False,False,budget;backlog,525668,0.9542
hourly,168.0,60.0,30,1.0,2.0,0.2,1440.0,60.0,157.4028,8.0,8.0,8.002623,1344.0,True,True,False,False,budget,,0.9554
hourly,168.0,60.0,30,5.0,2.0,0.2,1440.0,60.0,157.4028,8.0,8.0,8.002623,1344.0,True,True,False,False,budget,,0.9554
hourly,168.0,60.0,30,15.0,2.0,0.2,1440.0,60.0,157.4028,8.0,15.0,15.002623,1344.0,True,True,False,False,budget,,0.9554
hourly,168.0,60.0,30,60.0,2.0,0.2,1440.0,60.0,157.4028,8.0,60.0,60.002623,1344.0,True,False,False,False,budget;backlog,526039,0.9554
hourly,168.0,60.0,31,1.0,2.0,0.2,1440.0,60.0,157.2917,8.2,8.2,8.202622,1377.6,True,True,False,False,budget,,0.9564
hourly,168.0,60.0,31,5.0,2.0,0.2,1440.0,60.0,157.2917,8.2,8.2,8.202622,1377.6,True,True,False,False,budget,,0.9564
hourly,168.0,60.0,31,15.0,2.0,0.2,1440.0,60.0,157.2917,8.2,15.0,15.002622,1377.6,True,True,False,False,budget,,0.9564
hourly,168.0,60.0,31,60.0,2.0,0.2,1440.0,60.0,157.2917,8.2,60.0,60.002622,1377.6,True,False,False,False,budget;backlog,526411,0.9564
hourly,168.0,60.0,32,1.0,2.0,0.2,1440.0,60.0,157.1806,8.4,8.4,8.40262,1411.2,True,True,False,False,budget,,0.9575
hourly,168.0,60.0,32,5.0,2.0,0.2,1440.0,60.0,157.1806,8.4,8.4,8.40262,1411.2,True,True,False,False,budget,,0.9575
hourly,168.0,60.0,32,15.0,2.0,0.2,1440.0,60.0,157.1806,8.4,15.0,15.00262,1411.2,True,True,False,False,budget,,0.9575
hourly,168.0,60.0,32,60.0,2.0,0.2,1440.0,60.0,157.1806,8.4,60.0,60.00262,1411.2,True,False,False,False,budget;backlog,526783,0.9575
hourly,168.0,60.0,33,1.0,2.0,0.2,1440.0,60.0,157.0695,8.6,8.6,8.602618,1444.8,True,True,False,False,budget,,0.9585
hourly,168.0,60.0,33,5.0,2.0,0.2,1440.0,60.0,157.0695,8.6,8.6,8.602618,1444.8,True,True,False,False,budget,,0.9585
hourly,168.0,60.0,33,15.0,2.0,0.2,1440.0,60.0,157.0695,8.6,15.0,15.002618,1444.8,True,True,False,False,budget,,0.9585
hourly,168.0,60.0,33,60.0,2.0,0.2,1440.0,60.0,157.0695,8.6,60.0,60.002618,1444.8,True,False,False,False,budget;backlog,527156,0.9585
hourly,168.0,60.0,34,1.0,2.0,0.2,1440.0,60.0,156.9584,8.8,8.8,8.802616,1478.4,True,True,False,False,budget,,0.9594
hourly,168.0,60.0,34,5.0,2.0,0.2,1440.0,60.0,156.9584,8.8,8.8,8.802616,1478.4,True,True,False,False,budget,,0.9594
hourly,168.0,60.0,34,15.0,2.0,0.2,1440.0,60.0,156.9584,8.8,15.0,15.002616,1478.4,True,True,False,False,budget,,0.9594
hourly,168.0,60.0,34,60.0,2.0,0.2,1440.0,60.0,156.9584,8.8,60.0,60.002616,1478.4,True,False,False,False,budget;backlog,527529,0.9594
hourly,168.0,60.0,35,1.0,2.0,0.2,1440.0,60.0,156.8473,9.0,9.0,9.002614,1512.0,True,True,False,False,budget,,0.9603
hourly,168.0,60.0,35,5.0,2.0,0.2,1440.0,60.0,156.8473,9.0,9.0,9.002614,1512.0,True,True,False,False,budget,,0.9603
hourly,168.0,60.0,35,15.0,2.0,0.2,1440.0,60.0,156.8473,9.0,15.0,15.002614,1512.0,True,True,False,False,budget,,0.9603
hourly,168.0,60.0,35,60.0,2.0,0.2,1440.0,60.0,156.8473,9.0,60.0,60.002614,1512.0,True,False,False,False,budget;backlog,527902,0.9603
hourly,168.0,60.0,36,1.0,2.0,0.2,1440.0,60.0,156.7362,9.2,9.2,9.202612,1545.6,True,True,False,False,budget,,0.9612
hourly,168.0,60.0,36,5.0,2.0,0.2,1440.0,60.0,156.7362,9.2,9.2,9.202612,1545.6,True,True,False,False,budget,,0.9612
hourly,168.0,60.0,36,15.0,2.0,0.2,1440.0,60.0,156.7362,9.2,15.0,15.002612,1545.6,True,True,False,False,budget,,0.9612
hourly,168.0,60.0,36,60.0,2.0,0.2,1440.0,60.0,156.7362,9.2,60.0,60.002612,1545.6,True,False,False,False,budget;backlog,528277,0.9612
hourly,168.0,60.0,37,1.0,2.0,0.2,1440.0,60.0,156.6251,9.4,9.4,9.40261,1579.2,True,True,False,False,budget,,0.962
hourly,168.0,60.0,37,5.0,2.0,0.2,1440.0,60.0,156.6251,9.4,9.4,9.40261,1579.2,True,True,False,False,budget,,0.962
hourly,168.0,60.0,37,15.0,2.0,0.2,1440.0,60.0,156.6251,9.4,15.0,15.00261,1579.2,True,True,False,False,budget,,0.962
hourly,168.0,60.0,37,60.0,2.0,0.2,1440.0,60.0,156.6251,9.4,60.0,60.00261,1579.2,True,False,False,False,budget;backlog,528651,0.962
hourly,168.0,60.0,38,1.0,2.0,0.2,1440.0,60.0,156.514,9.6,9.6,9.602609,1612.8,True,True,False,False,budget,,0.9628
hourly,168.0,60.0,38,5.0,2.0,0.2,1440.0,60.0,156.514,9.6,9.6,9.602609,1612.8,True,True,False,False,budget,,0.9628
hourly,168.0,60.0,38,15.0,2.0,0.2,1440.0,60.0,156.514,9.6,15.0,15.002609,1612.8,True,True,False,False,budget,,0.9628
hourly,168.0,60.0,38,60.0,2.0,0.2,1440.0,60.0,156.514,9.6,60.0,60.002609,1612.8,True,False,False,False,budget;backlog,529027,0.9628
hourly,168.0,60.0,39,1.0,2.0,0.2,1440.0,60.0,156.4029,9.8,9.8,9.802607,1646.4,True,True,False,False,budget,,0.9636
hourly,168.0,60.0,39,5.0,2.0,0.2,1440.0,60.0,156.4029,9.8,9.8,9.802607,1646.4,True,True,False,False,budget,,0.9636
