frequency,sessions_per_week,decision_interval_minutes,n_symbols,approval_latency_minutes,review_base_minutes,review_minutes_per_order,expiry_minutes,weekly_budget_minutes,chain_compute_p95_ms,attention_minutes_per_session,effective_latency_minutes,session_wall_minutes,weekly_attention_minutes,expiry_ok,backlog_ok,budget_ok,feasible,binding_constraints,session_of_first_expiry,auto_approval_fraction_for_budget
weekly,1.0,10080.0,45,60.0,2.0,0.2,1440.0,60.0,155.7363,11.0,60.0,60.002596,11.0,True,True,True,True,,,0.0
weekly,1.0,10080.0,46,1.0,2.0,0.2,1440.0,60.0,155.6252,11.2,11.2,11.202594,11.2,True,True,True,True,,,0.0
weekly,1.0,10080.0,46,5.0,2.0,0.2,1440.0,60.0,155.6252,11.2,11.2,11.202594,11.2,True,True,True,True,,,0.0
weekly,1.0,10080.0,46,15.0,2.0,0.2,1440.0,60.0,155.6252,11.2,15.0,15.002594,11.2,True,True,True,True,,,0.0
weekly,1.0,10080.0,46,60.0,2.0,0.2,1440.0,60.0,155.6252,11.2,60.0,60.002594,11.2,True,True,True,True,,,0.0
weekly,1.0,10080.0,47,1.0,2.0,0.2,1440.0,60.0,155.5141,11.4,11.4,11.402592,11.4,True,True,True,True,,,0.0
weekly,1.0,10080.0,47,5.0,2.0,0.2,1440.0,60.0,155.5141,11.4,11.4,11.402592,11.4,True,True,True,True,,,0.0
weekly,1.0,10080.0,47,15.0,2.0,0.2,1440.0,60.0,155.5141,11.4,15.0,15.002592,11.4,True,True,True,True,,,0.0
weekly,1.0,10080.0,47,60.0,2.0,0.2,1440.0,60.0,155.5141,11.4,60.0,60.002592,11.4,True,True,True,True,,,0.0
weekly,1.0,10080.0,48,1.0,2.0,0.2,1440.0,60.0,155.403,11.6,11.6,11.60259,11.6,True,True,True,True,,,0.0
weekly,1.0,10080.0,48,5.0,2.0,0.2,1440.0,60.0,155.403,11.6,11.6,11.60259,11.6,True,True,True,True,,,0.0
weekly,1.0,10080.0,48,15.0,2.0,0.2,1440.0,60.0,155.403,11.6,15.0,15.00259,11.6,True,True,True,True,,,0.0
weekly,1.0,10080.0,48,60.0,2.0,0.2,1440.0,60.0,155.403,11.6,60.0,60.00259,11.6,True,True,True,True,,,0.0
weekly,1.0,10080.0,49,1.0,2.0,0.2,1440.0,60.0,155.2919,11.8,11.8,11.802588,11.8,True,True,True,True,,,0.0
weekly,1.0,10080.0,49,5.0,2.0,0.2,1440.0,60.0,155.2919,11.8,11.8,11.802588,11.8,True,True,True,True,,,0.0
weekly,1.0,10080.0,49,15.0,2.0,0.2,1440.0,60.0,155.2919,11.8,15.0,15.002588,11.8,True,True,True,True,,,0.0
weekly,1.0,10080.0,49,60.0,2.0,0.2,1440.0,60.0,155.2919,11.8,60.0,60.002588,11.8,True,True,True,True,,,0.0
weekly,1.0,10080.0,50,1.0,2.0,0.2,1440.0,60.0,155.1808,12.0,12.0,12.002586,12.0,True,True,True,True,,,0.0
weekly,1.0,10080.0,50,5.0,2.0,0.2,1440.0,60.0,155.1808,12.0,12.0,12.002586,12.0,True,True,True,True,,,0.0
weekly,1.0,10080.0,50,15.0,2.0,0.2,1440.0,60.0,155.1808,12.0,15.0,15.002586,12.0,True,True,True,True,,,0.0
weekly,1.0,10080.0,50,60.0,2.0,0.2,1440.0,60.0,155.1808,12.0,60.0,60.002586,12.0,True,True,True,True,,,0.0
daily,7.0,1440.0,1,1.0,2.0,0.2,1440.0,60.0,139.2928,2.2,2.2,2.202322,15.4,True,True,True,True,,,0.0
daily,7.0,1440.0,1,5.0,2.0,0.2,1440.0,60.0,139.2928,2.2,5.0,5.002322,15.4,True,True,True,True,,,0.0
daily,7.0,1440.0,1,15.0,2.0,0.2,1440.0,60.0,139.2928,2.2,15.0,15.002322,15.4,True,True,True,True,,,0.0
daily,7.0,1440.0,1,60.0,2.0,0.2,1440.0,60.0,139.2928,2.2,60.0,60.002322,15.4,True,True,True,True,,,0.0
daily,7.0,1440.0,2,1.0,2.0,0.2,1440.0,60.0,138.1617,2.4,2.4,2.402303,16.8,True,True,True,True,,,0.0
daily,7.0,1440.0,2,5.0,2.0,0.2,1440.0,60.0,138.1617,2.4,5.0,5.002303,16.8,True,True,True,True,,,0.0
daily,7.0,1440.0,2,15.0,2.0,0.2,1440.0,60.0,138.1617,2.4,15.0,15.002303,16.8,True,True,True,True,,,0.0
daily,7.0,1440.0,2,60.0,2.0,0.2,1440.0,60.0,138.1617,2.4,60.0,60.002303,16.8,True,True,True,True,,,0.0
daily,7.0,1440.0,3,1.0,2.0,0.2,1440.0,60.0,140.4949,2.6,2.6,2.602342,18.2,True,True,True,True,,,0.0
daily,7.0,1440.0,3,5.0,2.0,0.2,1440.0,60.0,140.4949,2.6,5.0,5.002342,18.2,True,True,True,True,,,0.0
daily,7.0,1440.0,3,15.0,2.0,0.2,1440.0,60.0,140.4949,2.6,15.0,15.002342,18.2,True,True,True,True,,,0.0
daily,7.0,1440.0,3,60.0,2.0,0.2,1440.0,60.0,140.4949,2.6,60.0,60.002342,18.2,True,True,True,True,,,0.0
daily,7.0,1440.0,4,1.0,2.0,0.2,1440.0,60.0,142.828,2.8,2.8,2.80238,19.6,True,True,True,True,,,0.0
daily,7.0,1440.0,4,5.0,2.0,0.2,1440.0,60.0,142.828,2.8,5.0,5.00238,19.6,True,True,True,True,,,0.0
daily,7.0,1440.0,4,15.0,2.0,0.2,1440.0,60.0,142.828,2.8,15.0,15.00238,19.6,True,True,True,True,,,0.0
daily,7.0,1440.0,4,60.0,2.0,0.2,1440.0,60.0,142.828,2.8,60.0,60.00238,19.6,True,True,True,True,,,0.0
daily,7.0,1440.0,5,1.0,2.0,0.2,1440.0,60.0,145.1612,3.0,3.0,3.002419,21.0,True,True,True,True,,,0.0
daily,7.0,1440.0,5,5.0,2.0,0.2,1440.0,60.0,145.1612,3.0,5.0,5.002419,21.0,True,True,True,True,,,0.0
daily,7.0,1440.0,5,15.0,2.0,0.2,1440.0,60.0,145.1612,3.0,15.0,15.002419,21.0,True,True,True,True,,,0.0
daily,7.0,1440.0,5,60.0,2.0,0.2,1440.0,60.0,145.1612,3.0,60.0,60.002419,21.0,True,True,True,True,,,0.0
daily,7.0,1440.0,6,1.0,2.0,0.2,1440.0,60.0,145.8864,3.2,3.2,3.202431,22.4,True,True,True,True,,,0.0
daily,7.0,1440.0,6,5.0,2.0,0.2,1440.0,60.0,145.8864,3.2,5.0,5.002431,22.4,True,True,True,True,,,0.0
daily,7.0,1440.0,6,15.0,2.0,0.2,1440.0,60.0,145.8864,3.2,15.0,15.002431,22.4,True,True,True,True,,,0.0
daily,7.0,1440.0,6,60.0,2.0,0.2,1440.0,60.0,145.8864,3.2,60.0,60.002431,22.4,True,True,True,True,,,0.0
daily,7.0,1440.0,7,1.0,2.0,0.2,1440.0,60.0,146.6116,3.4,3.4,3.402444,23.8,True,True,True,True,,,0.0
daily,7.0,1440.0,7,5.0,2.0,0.2,1440.0,60.0,146.6116,3.4,5.0,5.002444,23.8,True,True,True,True,,,0.0
daily,7.0,1440.0,7,15.0,2.0,0.2,1440.0,60.0,146.6116,3.4,15.0,15.002444,23.8,True,True,True,True,,,0.0
daily,7.0,1440.0,7,60.0,2.0,0.2,1440.0,60.0,146.6116,3.4,60.0,60.002444,23.8,True,True,True,True,,,0.0
daily,7.0,1440.0,8,1.0,2.0,0.2,1440.0,60.0,147.3368,3.6,3.6,3.602456,25.2,True,True,True,True,,,0.0
daily,7.0,1440.0,8,5.0,2.0,0.2,1440.0,60.0,147.3368,3.6,5.0,5.002456,25.2,True,True,True,True,,,0.0
daily,7.0,1440.0,8,15.0,2.0,0.2,1440.0,60.0,147.3368,3.6,15.0,15.002456,25.2,True,True,True,True,,,0.0
daily,7.0,1440.0,8,60.0,2.0,0.2,1440.0,60.0,147.3368,3.6,60.0,60.002456,25.2,True,True,True,True,,,0.0
daily,7.0,1440.0,9,1.0,2.0,0.2,1440.0,60.0,148.062,3.8,3.8,3.802468,26.6,True,True,True,True,,,0.0
daily,7.0,1440.0,9,5.0,2.0,0.2,1440.0,60.0,148.062,3.8,5.0,5.002468,26.6,True,True,True,True,,,0.0
daily,7.0,1440.0,9,15.0,2.0,0.2,1440.0,60.0,148.062,3.8,15.0,15.002468,26.6,True,True,True,True,,,0.0
daily,7.0,1440.0,9,60.0,2.0,0.2,1440.0,60.0,148.062,3.8,60.0,60.002468,26.6,True,True,True,True,,,0.0
daily,7.0,1440.0,10,1.0,2.0,0.2,1440.0,60.0,148.7872,4.0,4.0,4.00248,28.0,True,True,True,True,,,0.0
daily,7.0,1440.0,10,5.0,2.0,0.2,1440.0,60.0,148.7872,4.0,5.0,5.00248,28.0,True,True,True,True,,,0.0
daily,7.0,1440.0,10,15.0,2.0,0.2,1440.0,60.0,148.7872,4.0,15.0,15.00248,28.0,True,True,True,True,,,0.0
daily,7.0,1440.0,10,60.0,2.0,0.2,1440.0,60.0,148.7872,4.0,60.0,60.00248,28.0,True,True,True,True,,,0.0
daily,7.0,1440.0,11,1.0,2.0,0.2,1440.0,60.0,149.3986,4.2,4.2,4.20249,29.4,True,True,True,True,,,0.0
daily,7.0,1440.0,11,5.0,2.0,0.2,1440.0,60.0,149.3986,4.2,5.0,5.00249,29.4,True,True,True,True,,,0.0
daily,7.0,1440.0,11,15.0,2.0,0.2,1440.0,60.0,149.3986,4.2,15.0,15.00249,29.4,True,True,True,True,,,0.0
daily,7.0,1440.0,11,60.0,2.0,0.2,1440.0,60.0,149.3986,4.2,60.0,60.00249,29.4,True,True,True,True,,,0.0
daily,7.0,1440.0,12,1.0,2.0,0.2,1440.0,60.0,150.01,4.4,4.4,4.4025,30.8,True,True,True,True,,,0.0
daily,7.0,1440.0,12,5.0,2.0,0.2,1440.0,60.0,150.01,4.4,5.0,5.0025,30.8,True,True,True,True,,,0.0
daily,7.0,1440.0,12,15.0,2.0,0.2,1440.0,60.0,150.01,4.4,15.0,15.0025,30.8,True,True,True,True,,,0.0
daily,7.0,1440.0,12,60.0,2.0,0.2,1440.0,60.0,150.01,4.4,60.0,60.0025,30.8,True,True,True,True,,,0.0
daily,7.0,1440.0,13,1.0,2.0,0.2,1440.0,60.0,150.6214,4.6,4.6,4.60251,32.2,True,True,True,True,,,0.0
daily,7.0,1440.0,13,5.0,2.0,0.2,1440.0,60.0,150.6214,4.6,5.0,5.00251,32.2,True,True,True,True,,,0.0
daily,7.0,1440.0,13,15.0,2.0,0.2,1440.0,60.0,150.6214,4.6,15.0,15.00251,32.2,True,True,True,True,,,0.0
daily,7.0,1440.0,13,60.0,2.0,0.2,1440.0,60.0,150.6214,4.6,60.0,60.00251,32.2,True,True,True,True,,,0.0
daily,7.0,1440.0,14,1.0,2.0,0.2,1440.0,60.0,151.2328,4.8,4.8,4.802521,33.6,True,True,True,True,,,0.0
daily,7.0,1440.0,14,5.0,2.0,0.2,1440.0,60.0,151.2328,4.8,5.0,5.002521,33.6,True,True,True,True,,,0.0
daily,7.0,1440.0,14,15.0,2.0,0.2,1440.0,60.0,151.2328,4.8,15.0,15.002521,33.6,True,True,True,True,,,0.0
daily,7.0,1440.0,14,60.0,2.0,0.2,1440.0,60.0,151.2328,4.8,60.0,60.002521,33.6,True,True,True,True,,,0.0
daily,7.0,1440.0,15,1.0,2.0,0.2,1440.0,60.0,151.8442,5.0,5.0,5.002531,35.0,True,True,True,True,,,0.0
daily,7.0,1440.0,15,5.0,2.0,0.2,1440.0,60.0,151.8442,5.0,5.0,5.002531,35.0,True,True,True,True,,,0.0
daily,7.0,1440.0,15,15.0,2.0,0.2,1440.0,60.0,151.8442,5.0,15.0,15.002531,35.0,True,True,True,True,,,0.0
daily,7.0,1440.0,15,60.0,2.0,0.2,1440.0,60.0,151.8442,5.0,60.0,60.002531,35.0,True,True,True,True,,,0.0
daily,7.0,1440.0,16,1.0,2.0,0.2,1440.0,60.0,152.4556,5.2,5.2,5.202541,36.4,True,True,True,True,,,0.0
daily,7.0,1440.0,16,5.0,2.0,0.2,1440.0,60.0,152.4556,5.2,5.2,5.202541,36.4,True,True,True,True,,,0.0
daily,7.0,1440.0,16,15.0,2.0,0.2,1440.0,60.0,152.4556,5.2,15.0,15.002541,36.4,True,True,True,True,,,0.0
daily,7.0,1440.0,16,60.0,2.0,0.2,1440.0,60.0,152.4556,5.2,60.0,60.002541,36.4,True,True,True,True,,,0.0
daily,7.0,1440.0,17,1.0,2.0,0.2,1440.0,60.0,153.067,5.4,5.4,5.402551,37.8,True,True,True,True,,,0.0
daily,7.0,1440.0,17,5.0,2.0,0.2,1440.0,60.0,153.067,5.4,5.4,5.402551,37.8,True,True,True,True,,,0.0
daily,7.0,1440.0,17,15.0,2.0,0.2,1440.0,60.0,153.067,5.4,15.0,15.002551,37.8,True,True,True,True,,,0.0
daily,7.0,1440.0,17,60.0,2.0,0.2,1440.0,60.0,153.067,5.4,60.0,60.002551,37.8,True,True,True,True,,,0.0
daily,7.0,1440.0,18,1.0,2.0,0.2,1440.0,60.0,153.6785,5.6,5.6,5.602561,39.2,True,True,True,True,,,0.0
daily,7.0,1440.0,18,5.0,2.0,0.2,1440.0,60.0,153.6785,5.6,5.6,5.602561,39.2,True,True,True,True,,,0.0
daily,7.0,1440.0,18,15.0,2.0,0.2,1440.0,60.0,153.6785,5.6,15.0,15.002561,39.2,True,True,True,True,,,0.0
daily,7.0,1440.0,18,60.0,2.0,0.2,1440.0,60.0,153.6785,5.6,60.0,60.002561,39.2,True,True,True,True,,,0.0
daily,7.0,1440.0,19,1.0,2.0,0.2,1440.0,60.0,154.2899,5.8,5.8,5.802571,40.6,True,True,True,True,,,0.0
daily,7.0,1440.0,19,5.0,2.0,0.2,1440.0,60.0,154.2899,5.8,5.8,5.802571,40.6,True,True,True,True,,,0.0
daily,7.0,1440.0,19,15.0,2.0,0.2,1440.0,60.0,154.2899,5.8,15.0,15.002571,40.6,True,True,True,True,,,0.0
daily,7.0,1440.0,19,60.0,2.0,0.2,1440.0,60.0,154.2899,5.8,60.0,60.002571,40.6,True,True,True,True,,,0.0
daily,7.0,1440.0,20,1.0,2.0,0.2,1440.0,60.0,154.9013,6.0,6.0,6.002582,42.0,True,True,True,True,,,0.0
daily,7.0,1440.0,20,5.0,2.0,0.2,1440.0,60.0,154.9013,6.0,6.0,6.002582,42.0,True,True,True,True,,,0.0
daily,7.0,1440.0,20,15.0,2.0,0.2,1440.0,60.0,154.9013,6.0,15.0,15.002582,42.0,True,True,True,True,,,0.0
daily,7.0,1440.0,20,60.0,2.0,0.2,1440.0,60.0,154.9013,6.0,60.0,60.002582,42.0,True,True,True,True,,,0.0
daily,7.0,1440.0,21,1.0,2.0,0.2,1440.0,60.0,155.5127,6.2,6.2,6.202592,43.4,True,True,True,True,,,0.0
daily,7.0,1440.0,21,5.0,2.0,0.2,1440.0,60.0,155.5127,6.2,6.2,6.202592,43.4,True,True,True,True,,,0.0
daily,7.0,1440.0,21,15.0,2.0,0.2,1440.0,60.0,155.5127,6.2,15.0,15.002592,43.4,True,True,True,True,,,0.0
daily,7.0,1440.0,21,60.0,2.0,0.2,1440.0,60.0,155.5127,6.2,60.0,60.002592,43.4,True,True,True,True,,,0.0
daily,7.0,1440.0,22,1.0,2.0,0.2,1440.0,60.0,156.1241,6.4,6.4,6.402602,44.8,True,True,True,True,,,0.0
daily,7.0,1440.0,22,5.0,2.0,0.2,1440.0,60.0,156.1241,6.4,6.4,6.402602,44.8,True,True,True,True,,,0.0
daily,7.0,1440.0,22,15.0,2.0,0.2,1440.0,60.0,156.1241,6.4,15.0,15.002602,44.8,True,True,True,True,,,0.0
daily,7.0,1440.0,22,60.0,2.0,0.2,1440.0,60.0,156.1241,6.4,60.0,60.002602,44.8,True,True,True,True,,,0.0
daily,7.0,1440.0,23,1.0,2.0,0.2,1440.0,60.0,156.7355,6.6,6.6,6.602612,46.2,True,True,True,True,,,0.0
daily,7.0,1440.0,23,5.0,2.0,0.2,1440.0,60.0,156.7355,6.6,6.6,6.602612,46.2,True,True,True,True,,,0.0
daily,7.0,1440.0,23,15.0,2.0,0.2,1440.0,60.0,156.7355,6.6,15.0,15.002612,46.2,True,True,True,True,,,0.0
daily,7.0,1440.0,23,60.0,2.0,0.2,1440.0,60.0,156.7355,6.6,60.0,60.002612,46.2,True,True,True,True,,,0.0
daily,7.0,1440.0,24,1.0,2.0,0.2,1440.0,60.0,157.3469,6.8,6.8,6.802622,47.6,True,True,True,True,,,0.0
daily,7.0,1440.0,24,5.0,2.0,0.2,1440.0,60.0,157.3469,6.8,6.8,6.802622,47.6,True,True,True,True,,,0.0
daily,7.0,1440.0,24,15.0,2.0,0.2,1440.0,60.0,157.3469,6.8,15.0,15.002622,47.6,True,True,True,True,,,0.0
daily,7.0,1440.0,24,60.0,2.0,0.2,1440.0,60.0,157.3469,6.8,60.0,60.002622,47.6,True,True,True,True,,,0.0
daily,7.0,1440.0,25,1.0,2.0,0.2,1440.0,60.0,157.9583,7.0,7.0,7.002633,49.0,True,True,True,True,,,0.0
daily,7.0,1440.0,25,5.0,2.0,0.2,1440.0,60.0,157.9583,7.0,7.0,7.002633,49.0,True,True,True,True,,,0.0
daily,7.0,1440.0,25,15.0,2.0,0.2,1440.0,60.0,157.9583,7.0,15.0,15.002633,49.0,True,True,True,True,,,0.0
daily,7.0,1440.0,25,60.0,2.0,0.2,1440.0,60.0,157.9583,7.0,60.0,60.002633,49.0,True,True,True,True,,,0.0
daily,7.0,1440.0,26,1.0,2.0,0.2,1440.0,60.0,157.8472,7.2,7.2,7.202631,50.4,True,True,True,True,,,0.0
daily,7.0,1440.0,26,5.0,2.0,0.2,1440.0,60.0,157.8472,7.2,7.2,7.202631,50.4,True,True,True,True,,,0.0
daily,7.0,1440.0,26,15.0,2.0,0.2,1440.0,60.0,157.8472,7.2,15.0,15.002631,50.4,True,True,True,True,,,0.0
daily,7.0,1440.0,26,60.0,2.0,0.2,1440.0,60.0,157.8472,7.2,60.0,60.002631,50.4,True,True,True,True,,,0.0
daily,7.0,1440.0,27,1.0,2.0,0.2,1440.0,60.0,157.7361,7.4,7.4,7.402629,51.8,True,True,True,True,,,0.0
daily,7.0,1440.0,27,5.0,2.0,0.2,1440.0,60.0,157.7361,7.4,7.4,7.402629,51.8,True,True,True,True,,,0.0
daily,7.0,1440.0,27,15.0,2.0,0.2,1440.0,60.0,157.7361,7.4,15.0,15.002629,51.8,True,True,True,True,,,0.0
daily,7.0,1440.0,27,60.0,2.0,0.2,1440.0,60.0,157.7361,7.4,60.0,60.002629,51.8,True,True,True,True,,,0.0
daily,7.0,1440.0,28,1.0,2.0,0.2,1440.0,60.0,157.625,7.6,7.6,7.602627,53.2,True,True,True,True,,,0.0
daily,7.0,1440.0,28,5.0,2.0,0.2,1440.0,60.0,157.625,7.6,7.6,7.602627,53.2,True,True,True,True,,,0.0
daily,7.0,1440.0,28,15.0,2.0,0.2,1440.0,60.0,157.625,7.6,15.0,15.002627,53.2,True,True,True,True,,,0.0
daily,7.0,1440.0,28,60.0,2.0,0.2,1440.0,60.0,157.625,7.6,60.0,60.002627,53.2,True,True,True,True,,,0.0
daily,7.0,1440.0,29,1.0,2.0,0.2,1440.0,60.0,157.5139,7.8,7.8,7.802625,54.6,True,True,True,True,,,0.0
daily,7.0,1440.0,29,5.0,2.0,0.2,1440.0,60.0,157.5139,7.8,7.8,7.802625,54.6,True,True,True,True,,,0.0
daily,7.0,1440.0,29,15.0,2.0,0.2,1440.0,60.0,157.5139,7.8,15.0,15.002625,54.6,True,True,True,True,,,0.0
daily,7.0,1440.0,29,60.0,2.0,0.2,1440.0,60.0,157.5139,7.8,60.0,60.002625,54.6,True,True,True,True,,,0.0
daily,7.0,1440.0,30,1.0,2.0,0.2,1440.0,60.0,157.4028,8.0,8.0,8.002623,56.0,True,True,True,True,,,0.0
daily,7.0,1440.0,30,5.0,2.0,0.2,1440.0,60.0,157.4028,8.0,8.0,8.002623,56.0,True,True,True,True,,,0.0
daily,7.0,1440.0,30,15.0,2.0,0.2,1440.0,60.0,157.4028,8.0,15.0,15.002623,56.0,True,True,True,True,,,0.0
daily,7.0,1440.0,30,60.0,2.0,0.2,1440.0,60.0,157.4028,8.0,60.0,60.002623,56.0,True,True,True,True,,,0.0
daily,7.0,1440.0,31,1.0,2.0,0.2,1440.0,60.0,157.2917,8.2,8.2,8.202622,57.4,True,True,True,True,,,0.0
daily,7.0,1440.0,31,5.0,2.0,0.2,1440.0,60.0,157.2917,8.2,8.2,8.202622,57.4,True,True,True,True,,,0.0
daily,7.0,1440.0,31,15.0,2.0,0.2,1440.0,60.0,157.2917,8.2,15.0,15.002622,57.4,True,True,True,True,,,0.0
daily,7.0,1440.0,31,60.0,2.0,0.2,1440.0,60.0,157.2917,8.2,60.0,60.002622,57.4,True,True,True,True,,,0.0
daily,7.0,1440.0,32,1.0,2.0,0.2,1440.0,60.0,157.1806,8.4,8.4,8.40262,58.8,True,True,True,True,,,0.0
daily,7.0,1440.0,32,5.0,2.0,0.2,1440.0,60.0,157.1806,8.4,8.4,8.40262,58.8,True,True,True,True,,,0.0
daily,7.0,1440.0,32,15.0,2.0,0.2,1440.0,60.0,157.1806,8.4,15.0,15.00262,58.8,True,True,True,True,,,0.0
daily,7.0,1440.0,32,60.0,2.0,0.2,1440.0,60.0,157.1806,8.4,60.0,60.00262,58.8,True,True,True,True,,,0.0
daily,7.0,1440.0,33,1.0,2.0,0.2,1440.0,60.0,157.0695,8.6,8.6,8.602618,60.2,True,True,False,False,budget,,0.0033
daily,7.0,1440.0,33,5.0,2.0,0.2,1440.0,60.0,157.0695,8.6,8.6,8.602618,60.2,True,True,False,False,budget,,0.0033
daily,7.0,1440.0,33,15.0,2.0,0.2,1440.0,60.0,157.0695,8.6,15.0,15.002618,60.2,True,True,False,False,budget,,0.0033
daily,7.0,1440.0,33,60.0,2.0,0.2,1440.0,60.0,157.0695,8.6,60.0,60.002618,60.2,True,True,False,False,budget,,0.0033
daily,7.0,1440.0,34,1.0,2.0,0.2,1440.0,60.0,156.9584,8.8,8.8,8.802616,61.6,True,True,False,False,budget,,0.026
daily,7.0,1440.0,34,5.0,2.0,0.2,1440.0,60.0,156.9584,8.8,8.8,8.802616,61.6,True,True,False,False,budget,,0.026
daily,7.0,1440.0,34,15.0,2.0,0.2,1440.0,60.0,156.9584,8.8,15.0,15.002616,61.6,True,True,False,False,budget,,0.026
daily,7.0,1440.0,34,60.0,2.0,0.2,1440.0,60.0,156.9584,8.8,60.0,60.002616,61.6,True,True,False,False,budget,,0.026
daily,7.0,1440.0,35,1.0,2.0,0.2,1440.0,60.0,156.8473,9.0,9.0,9.002614,63.0,True,True,False,False,budget,,0.0476
daily,7.0,1440.0,35,5.0,2.0,0.2,1440.0,60.0,156.8473,9.0,9.0,9.002614,63.0,True,True,False,False,budget,,0.0476
daily,7.0,1440.0,35,15.0,2.0,0.2,1440.0,60.0,156.8473,9.0,15.0,15.002614,63.0,True,True,False,False,budget,,0.0476
daily,7.0,1440.0,35,60.0,2.0,0.2,1440.0,60.0,156.8473,9.0,60.0,60.002614,63.0,True,True,False,False,budget,,0.0476
daily,7.0,1440.0,36,1.0,2.0,0.2,1440.0,60.0,156.7362,9.2,9.2,9.202612,64.4,True,True,False,False,budget,,0.0683
daily,7.0,1440.0,36,5.0,2.0,0.2,1440.0,60.0,156.7362,9.2,9.2,9.202612,64.4,True,True,False,False,budget,,0.0683
daily,7.0,1440.0,36,15.0,2.0,0.2,1440.0,60.0,156.7362,9.2,15.0,15.002612,64.4,True,True,False,False,budget,,0.0683
daily,7.0,1440.0,36,60.0,2.0,0.2,1440.0,60.0,156.7362,9.2,60.0,60.002612,64.4,True,True,False,False,budget,,0.0683
daily,7.0,1440.0,37,1.0,2.0,0.2,1440.0,60.0,156.6251,9.4,9.4,9.40261,65.8,True,True,False,False,budget,,0.0881
daily,7.0,1440.0,37,5.0,2.0,0.2,1440.0,60.0,156.6251,9.4,9.4,9.40261,65.8,True,True,False,False,budget,,0.0881
daily,7.0,1440.0,37,15.0,2.0,0.2,1440.0,60.0,156.6251,9.4,15.0,15.00261,65.8,True,True,False,False,budget,,0.0881
daily,7.0,1440.0,37,60.0,2.0,0.2,1440.0,60.0,156.6251,9.4,60.0,60.00261,65.8,True,True,False,False,budget,,0.0881
daily,7.0,1440.0,38,1.0,2.0,0.2,1440.0,60.0,156.514,9.6,9.6,9.602609,67.2,True,True,False,False,budget,,0.1071
daily,7.0,1440.0,38,5.0,2.0,0.2,1440.0,60.0,156.514,9.6,9.6,9.602609,67.2,True,True,False,False,budget,,0.1071
daily,7.0,1440.0,38,15.0,2.0,0.2,1440.0,60.0,156.514,9.6,15.0,15.002609,67.2,True,True,False,False,budget,,0.1071
daily,7.0,1440.0,38,60.0,2.0,0.2,1440.0,60.0,156.514,9.6,60.0,60.002609,67.2,True,True,False,False,budget,,0.1071
daily,7.0,1440.0,39,1.0,2.0,0.2,1440.0,60.0,156.4029,9.8,9.8,9.802607,68.6,True,True,False,False,budget,,0.1254
daily,7.0,1440.0,39,5.0,2.0,0.2,1440.0,60.0,156.4029,9.8,9.8,9.802607,68.6,True,True,False,False,budget,,0.1254
daily,7.0,1440.0,39,15.0,2.0,0.2,1440.0,60.0,156.4029,9.8,15.0,15.002607,68.6,True,True,False,False,budget,,0.1254
daily,7.0,1440.0,39,60.0,2.0,0.2,1440.0,60.0,156.4029,9.8,60.0,60.002607,68.6,True,True,False,False,budget,,0.1254
daily,7.0,1440.0,40,1.0,2.0,0.2,1440.0,60.0,156.2918,10.0,10.0,10.002605,70.0,True,True,False,False,budget,,0.1429
daily,7.0,1440.0,40,5.0,2.0,0.2,1440.0,60.0,156.2918,10.0,10.0,10.002605,70.0,True,True,False,False,budget,,0.1429
daily,7.0,1440.0,40,15.0,2.0,0.2,1440.0,60.0,156.2918,10.0,15.0,15.002605,70.0,True,True,False,False,budget,,0.1429
daily,7.0,1440.0,40,60.0,2.0,0.2,1440.0,60.0,156.2918,10.0,60.0,60.002605,70.0,True,True,False,False,budget,,0.1429
daily,7.0,1440.0,41,1.0,2.0,0.2,1440.0,60.0,156.1807,10.2,10.2,10.202603,71.4,True,True,False,False,budget,,0.1597
daily,7.0,1440.0,41,5.0,2.0,0.2,1440.0,60.0,156.1807,10.2,10.2,10.202603,71.4,True,True,False,False,budget,,0.1597
daily,7.0,1440.0,41,15.0,2.0,0.2,1440.0,60.0,156.1807,10.2,15.0,15.002603,71.4,True,True,False,False,budget,,0.1597
daily,7.0,1440.0,41,60.0,2.0,0.2,1440.0,60.0,156.1807,10.2,60.0,60.002603,71.4,True,True,False,False,budget,,0.1597
daily,7.0,1440.0,42,1.0,2.0,0.2,1440.0,60.0,156.0696,10.4,10.4,10.402601,72.8,True,True,False,False,budget,,0.1758
daily,7.0,1440.0,42,5.0,2.0,0.2,1440.0,60.0,156.0696,10.4,10.4,10.402601,72.8,True,True,False,False,budget,,0.1758
daily,7.0,1440.0,42,15.0,2.0,0.2,1440.0,60.0,156.0696,10.4,15.0,15.002601,72.8,True,True,False,False,budget,,0.1758
daily,7.0,1440.0,42,60.0,2.0,0.2,1440.0,60.0,156.0696,10.4,60.0,60.002601,72.8,True,True,False,False,budget,,0.1758
daily,7.0,1440.0,43,1.0,2.0,0.2,1440.0,60.0,155.9585,10.6,10.6,10.602599,74.2,True,True,False,False,budget,,0.1914
daily,7.0,1440.0,43,5.0,2.0,0.2,1440.0,60.0,155.9585,10.6,10.6,10.602599,74.2,True,True,False,False,budget,,0.1914
daily,7.0,1440.0,43,15.0,2.0,0.2,1440.0,60.0,155.9585,10.6,15.0,15.002599,74.2,True,True,False,False,budget,,0.1914
