window,level,agent,seed,total_return,sharpe,execution_fill_rate,turnover_events
recent_cross_asset,E0_ideal,minimum-variance,10,0.23856054755349776,2.8010470275957804,0.9942528735632183,346
recent_cross_asset,E0_ideal,random,1,0.37863373800325206,5.2143660873263755,0.9970674486803519,340
recent_cross_asset,E0_ideal,random,2,0.11696318306101983,1.8286556209245768,0.9969788519637462,330
recent_cross_asset,E0_ideal,random,3,0.15697492129311974,2.6312959083799723,1.0,344
recent_cross_asset,E0_ideal,random,4,0.1748472566743331,2.727458050285717,0.9912790697674418,341
recent_cross_asset,E0_ideal,random,5,0.08792079042521661,1.6106507070531608,1.0,333
recent_cross_asset,E0_ideal,random,6,0.1761321422258395,2.815224040374599,1.0,338
recent_cross_asset,E0_ideal,random,7,0.06732303812417495,1.199300596766236,1.0,332
recent_cross_asset,E0_ideal,random,8,0.116503286246463,1.8783806071532982,0.9911764705882353,337
recent_cross_asset,E0_ideal,random,9,0.15156707661326396,2.433959268746643,0.9971428571428571,349
recent_cross_asset,E0_ideal,random,10,0.1794384194780354,2.797002241476991,0.993993993993994,331
recent_cross_asset,E1_default_stress,buy-and-hold,1,0.36029626487378885,3.8197294272128817,0.8991596638655462,321
recent_cross_asset,E1_default_stress,buy-and-hold,2,0.1659309123126944,1.9535162222720814,0.9124293785310734,323
recent_cross_asset,E1_default_stress,buy-and-hold,3,0.24836772000360896,3.074983403050871,0.8828571428571429,309
recent_cross_asset,E1_default_stress,buy-and-hold,4,0.3055893456279921,3.3941079959825466,0.9025787965616046,315
recent_cross_asset,E1_default_stress,buy-and-hold,5,0.40900327216217325,4.533893762844569,0.8777777777777778,316
recent_cross_asset,E1_default_stress,buy-and-hold,6,0.2182803568320153,2.689264639740271,0.8785310734463276,311
recent_cross_asset,E1_default_stress,buy-and-hold,7,0.25000214395523246,2.8639125987058613,0.9098591549295775,323
recent_cross_asset,E1_default_stress,buy-and-hold,8,0.20768071610416117,2.4534890307658688,0.9047619047619048,323
recent_cross_asset,E1_default_stress,buy-and-hold,9,0.27462689892820746,2.994352137038279,0.9050279329608939,324
recent_cross_asset,E1_default_stress,buy-and-hold,10,0.20716443379219496,2.3867188576208966,0.8851540616246498,316
recent_cross_asset,E1_default_stress,signal-weighted,1,0.4752211450401027,8.484170896860435,0.8952380952380953,188
recent_cross_asset,E1_default_stress,signal-weighted,2,0.39182187986490846,7.551766427531577,0.9010416666666666,173
recent_cross_asset,E1_default_stress,signal-weighted,3,0.43726530218764914,8.276407272923995,0.8774509803921569,179
recent_cross_asset,E1_default_stress,signal-weighted,4,0.41146364916044,7.917073290626067,0.8888888888888888,176
recent_cross_asset,E1_default_stress,signal-weighted,5,0.485887630987589,9.677282803483315,0.925,185
recent_cross_asset,E1_default_stress,signal-weighted,6,0.3953287051367731,7.767929970539662,0.9065934065934066,165
recent_cross_asset,E1_default_stress,signal-weighted,7,0.39328482355484584,7.601937226030804,0.895,179
recent_cross_asset,E1_default_stress,signal-weighted,8,0.42492619712553403,8.106254161554954,0.9067357512953368,175
recent_cross_asset,E1_default_stress,signal-weighted,9,0.4323374206091144,8.37328056364692,0.8926829268292683,183
recent_cross_asset,E1_default_stress,signal-weighted,10,0.39881190161290103,8.350059291619543,0.8941798941798942,169
recent_cross_asset,E1_default_stress,naive-momentum,1,0.7075063041259575,10.24485812015081,0.8908296943231441,204
recent_cross_asset,E1_default_stress,naive-momentum,2,0.5173148943475567,8.991536204064095,0.9103139013452914,203
recent_cross_asset,E1_default_stress,naive-momentum,3,0.5213212476894071,8.60162286921752,0.915929203539823,207
recent_cross_asset,E1_default_stress,naive-momentum,4,0.5487078087044952,7.936959467494076,0.8931623931623932,209
recent_cross_asset,E1_default_stress,naive-momentum,5,0.629620878579634,8.91169275009584,0.9113924050632911,216
recent_cross_asset,E1_default_stress,naive-momentum,6,0.555470586715977,8.599624016180638,0.9095238095238095,191
recent_cross_asset,E1_default_stress,naive-momentum,7,0.5732967569561107,8.228901569377255,0.8927038626609443,208
recent_cross_asset,E1_default_stress,naive-momentum,8,0.5129026132437005,8.943365189635271,0.9090909090909091,210
recent_cross_asset,E1_default_stress,naive-momentum,9,0.5934343395913619,8.29078772880004,0.9017094017094017,211
recent_cross_asset,E1_default_stress,naive-momentum,10,0.5674754428786877,8.422737093495424,0.9004329004329005,208
recent_cross_asset,E1_default_stress,mean-reversion,1,-0.2542699859207451,-6.368833208613526,0.8902439024390244,146
recent_cross_asset,E1_default_stress,mean-reversion,2,-0.31278160026037294,-7.736936325141328,0.9263803680981595,151
recent_cross_asset,E1_default_stress,mean-reversion,3,-0.27127853468533114,-7.822405579433008,0.9141104294478528,149
recent_cross_asset,E1_default_stress,mean-reversion,4,-0.25762932101350566,-6.54390540925683,0.8602150537634409,160
recent_cross_asset,E1_default_stress,mean-reversion,5,-0.24456240620219816,-7.005211666843609,0.8703703703703703,141
recent_cross_asset,E1_default_stress,mean-reversion,6,-0.2845524732430662,-8.092783333388443,0.9297297297297298,172
recent_cross_asset,E1_default_stress,mean-reversion,7,-0.2833041763367047,-7.044392113691809,0.875,154
recent_cross_asset,E1_default_stress,mean-reversion,8,-0.2776874018316928,-7.023667535860677,0.8994082840236687,152
recent_cross_asset,E1_default_stress,mean-reversion,9,-0.28617224443973954,-6.948011145296777,0.8928571428571429,150
recent_cross_asset,E1_default_stress,mean-reversion,10,-0.3250352880361347,-8.872309857378243,0.8922155688622755,149
recent_cross_asset,E1_default_stress,risk-parity,1,0.26572287517515614,3.163675587511188,0.9303621169916435,334
recent_cross_asset,E1_default_stress,risk-parity,2,0.09507450336618928,1.2429077448849712,0.9388888888888889,338
recent_cross_asset,E1_default_stress,risk-parity,3,0.1880650233548582,2.5733299596195187,0.9498607242339833,341
recent_cross_asset,E1_default_stress,risk-parity,4,0.16412570635140722,2.160430321385318,0.947075208913649,340
recent_cross_asset,E1_default_stress,risk-parity,5,0.36582897089088506,4.424941125681252,0.9387186629526463,337
recent_cross_asset,E1_default_stress,risk-parity,6,0.16847190687618285,2.321906322143604,0.95,342
recent_cross_asset,E1_default_stress,risk-parity,7,0.19518967072410853,2.4333269507173014,0.9416666666666667,339
recent_cross_asset,E1_default_stress,risk-parity,8,0.15658546248566263,2.0837104349580975,0.95,342
recent_cross_asset,E1_default_stress,risk-parity,9,0.15581211455763722,1.958928531216234,0.9273743016759777,332
recent_cross_asset,E1_default_stress,risk-parity,10,0.14011830817657955,1.8541359536491968,0.9527777777777777,343
recent_cross_asset,E1_default_stress,minimum-variance,1,0.25831990806876215,3.0541715664567617,0.9442896935933147,339
