scenario_id,contamination_tier,baseline_level,comparison_level,agent_count,rank_metric,kendall_tau,top_k,top_k_jaccard,mean_return_delta_vs_e0,mean_fill_rate_delta_vs_e0,mean_intent_execution_gap_delta_vs_e0,mean_slippage_delta_vs_e0
synthetic_jump_tail_c0_v0_3,C0,E0,E1,4,sharpe_mean,0.666667,3,1.0,0.009239,-0.087173,0.252871,2461.390983
synthetic_jump_tail_c0_v0_3,C0,E0,E2,4,sharpe_mean,0.333333,3,0.5,-0.012487,-0.391213,0.395365,2605.092242
synthetic_jump_tail_c0_v0_3,C0,E0,E3,4,sharpe_mean,0.666667,3,1.0,-0.034942,-0.30072,0.365516,2583.457762
